File,Spacecraft Clock,Sol,Target,SiO2,SiO2 RMSEP,SiO2_shots_stdev,TiO2,TiO2 RMSEP,TiO2_shots_stdev,Al2O3,Al2O3 RMSEP,Al2O3_shots_stdev,FeOT,FeOT RMSEP,FeOT_shots_stdev,MgO,MgO RMSEP,MgO_shots_stdev,CaO,CaO RMSEP,CaO_shots_stdev,Na2O,Na2O RMSEP,Na2O_shots_stdev,K2O,K2O RMSEP,K2O_shots_stdev,MnO,MnO RMSEP,MnO_shots_stdev,Sum of Oxides,Distance (m),Laser Power,Spectrum Total,Facies,Point
CL5_431846296CCS_F0150998CCAM03387P1.SAV,431846296,387,Pyramid,46.8,5,4.9,0.63,0.4,0.17,13.9,3.6,0.7,15.3,3.4,1.6,7.5,2.2,0.7,7.2,2.3,0.6,2.57,0.61,0.24,0.41,0.63,0.1,4.78,0.73,4.2,99.08,5.39721,100A/95A/95A,5.27E+13,4, 
CL5_431846360CCS_F0150998CCAM03387P1.SAV,431846360,387,Pyramid,51.2,5,1.1,1.3,0.56,0.18,18.3,3.7,1.4,19.7,4.2,0.9,2.5,1.6,0.1,6.1,2,0.3,4.61,0.81,0.16,1.26,0.97,0.12,0.08,0.04,2.69,105.1,5.39721,100A/95A/95A,1.51E+14,4, 
CL5_431846424CCS_F0150998CCAM03387P1.SAV,431846424,387,Pyramid,0,6.7,3.8,1.28,0.56,1.4,0,2.5,0,8.3,2.4,4.6,5,1.9,0.4,1.3,0.9,0.4,1.11,0.59,0.17,0.21,0.56,0.06,14.89,1.7,5.59,31.97,5.39721,100A/95A/95A,1.56E+13,4, 
CL5_432109918CCS_F0151230CCAM01390P1.SAV,432109918,390,Falla,52.7,5,0.5,0.2,0.25,0.07,23.7,3.9,0.5,1.6,1.7,0.5,0.7,1.5,0.1,10.4,3,0.4,7.13,1.15,0.12,0.81,0.79,0.09,0.08,0.04,0.02,97.23,3.65295,100A/95A/95A,2.70E+14,2,1
CL5_432109994CCS_F0151230CCAM01390P1.SAV,432109994,390,Falla,54.3,5.1,0.5,0.2,0.25,0.13,23.9,3.9,0.6,0.5,1.6,0.6,0.7,1.5,0.2,9.8,2.9,0.3,7.22,1.16,0.11,0.75,0.76,0.05,0.14,0.05,0.03,97.48,3.65295,100A/95A/95A,2.12E+14,2,2
CL5_432110060CCS_F0151230CCAM01390P1.SAV,432110060,390,Falla,51.2,5,0.6,0.74,0.43,0.01,20.5,3.7,0.3,10.4,2.7,0.7,0.9,1.5,0.1,8.1,2.5,0.3,6.13,1.04,0.14,1.05,0.89,0.1,0.17,0.06,0.04,99.19,3.65295,100A/95A/95A,2.82E+14,2,3
CL5_432110180CCS_F0151230CCAM01390P1.SAV,432110180,390,Falla,54.9,5.1,0.5,0.72,0.43,0,18.7,3.7,0.3,9,2.5,0.8,1.9,1.5,0.1,8,2.5,0.3,6.05,1.03,0.13,0.58,0.69,0.04,0.22,0.07,0.03,100.03,3.65295,100A/95A/95A,3.24E+14,2,4
CL5_432110246CCS_F0151230CCAM01390P1.SAV,432110246,390,Falla,55.5,5.1,0.9,0.2,0.25,0.13,25.6,4,0.2,0.4,1.6,0.5,0.5,1.4,0,8.8,2.7,0.5,7.74,1.21,0.14,1.56,1.08,0.11,0.11,0.05,0.08,100.35,3.66061,100A/95A/95A,1.45E+14,2,5
CL5_432110415CCS_F0151230CCAM01390P1.SAV,432110415,390,Falla,52.2,5,0.7,0.73,0.43,0.01,19,3.7,0.3,12.2,3,0.6,1.1,1.5,0,6.6,2.2,0.4,6.21,1.05,0.11,1.05,0.89,0.11,0.16,0.06,0.02,99.22,3.66061,100A/95A/95A,2.68E+14,2,6
CL5_432110535CCS_F0151230CCAM01390P1.SAV,432110535,390,Falla,62.4,5.3,0.8,0.8,0.45,0.07,12.3,3.6,0.8,14.5,3.3,1.4,4.5,1.8,0.2,3.9,1.4,0.5,5,0.89,0.22,0.91,0.83,0.03,0.26,0.08,0.02,104.65,3.66061,100A/95A/95A,3.23E+14,2,7
CL5_432110601CCS_F0151230CCAM01390P1.SAV,432110601,390,Falla,55.1,5.1,0.5,0.2,0.25,0.01,21.8,3.8,0.3,2.1,1.7,0.5,1.4,1.5,0.1,9.6,2.8,0.4,6.41,1.07,0.13,0.63,0.71,0.04,0.17,0.06,0.02,97.37,3.66061,100A/95A/95A,2.59E+14,2,8
CL5_432110667CCS_F0151230CCAM01390P1.SAV,432110667,390,Falla,49.6,5,0.4,1,0.49,0.02,16.5,3.7,0.2,20.7,4.3,0.8,2.4,1.6,0.1,3,1.2,0,5.6,0.98,0.08,0.66,0.72,0.02,0.15,0.06,0.01,99.62,3.66061,100A/95A/95A,7.73E+14,2,9
CL5_432111107CCS_F0151230CCAM02390P1.SAV,432111107,390,Soldat,54.4,5.1,0.5,0.6,0.39,0.1,23.3,3.9,0.3,3.9,1.9,0.6,0.7,1.5,0.1,7.8,2.5,0.4,6.79,1.11,0.25,2.03,1.17,0.19,0.11,0.05,1.69,99.69,4.69186,100A/95A/95A,1.38E+14,2,1
CL5_432111183CCS_F0151230CCAM02390P1.SAV,432111183,390,Soldat,50.4,5,2.1,0.63,0.4,0.02,29,4.1,0.8,0.1,1.6,0.4,0.5,1.4,0.2,7.2,2.3,0.3,7.65,1.2,0.24,1.3,0.99,0.22,4.73,0.73,2.53,101.49,4.69186,100A/95A/95A,7.70E+13,2,2
CL5_432111249CCS_F0151230CCAM02390P1.SAV,432111249,390,Soldat,51.1,5,2.7,0.63,0.4,0.05,28.7,4.1,0.9,0,1.6,0.4,0.4,1.4,0.2,7.7,2.4,0.7,8.53,1.3,0.54,1.35,1.01,0.1,4.16,0.73,2.68,102.66,4.69186,100A/95A/95A,7.63E+13,2,3
CL5_432111315CCS_F0151230CCAM02390P1.SAV,432111315,390,Soldat,50.1,5,2.3,0.55,0.37,0.06,27.3,4,1,1.3,1.7,0.8,0.7,1.5,0.3,12.1,3.2,0.8,6.97,1.13,0.2,0.83,0.79,0.06,8.13,1.02,2.79,107.97,4.69186,100A/95A/95A,7.04E+13,2,4
CL5_432111381CCS_F0151230CCAM02390P1.SAV,432111381,390,Soldat,48.6,4.9,1.4,0.63,0.4,0.08,27,4,0.3,1.8,1.7,0.4,0.3,1.4,0,8.2,2.6,0.5,7.9,1.23,0.23,1.57,1.08,0.08,0.23,0.07,1.95,96.33,4.69186,100A/95A/95A,1.10E+14,2,5
CL5_432286723CCS_F0160000CCAM02392P1.SAV,432286723,392,Kukri,72.7,5.5,1.8,1.19,0.54,0.16,10.1,3.5,1,2.7,1.8,0.9,2.9,1.6,0.3,6.4,2.1,1.3,2.67,0.61,0.33,1.75,1.13,0.32,0.13,0.05,2.62,100.62,4.89959,100A/95A/95A,8.07E+13,12,1
CL5_432286793CCS_F0160000CCAM02392P1.SAV,432286793,392,Kukri,77.6,5.7,4.9,0.94,0.48,0.26,8.3,3.4,0.6,1.7,1.7,1.1,3.6,1.7,0.3,7.5,2.4,2.9,1.6,0.65,0.2,0.43,0.63,0.05,0.18,0.06,2.53,101.86,4.89959,100A/95A/95A,9.44E+13,12,2
CL5_432286857CCS_F0160000CCAM02392P1.SAV,432286857,392,Kukri,75.4,5.6,2.9,2.11,0.78,0.52,10.5,3.5,0.8,3.4,1.8,0.8,3,1.6,0.2,4.8,1.6,1.8,2.47,0.61,0.16,0.35,0.61,0.06,0.14,0.05,1.22,102.17,4.89959,100A/95A/95A,1.42E+14,12,3
CL5_432286921CCS_F0160000CCAM02392P1.SAV,432286921,392,Kukri,72.7,5.5,2.4,0.59,0.39,0.15,11.1,3.5,2.2,1.9,1.7,0.8,4.8,1.8,0.6,9.7,2.8,0.8,2.08,0.63,0.38,0.72,0.75,0.19,0.19,0.06,2.71,103.75,4.89959,100A/95A/95A,8.17E+13,12,4
CL5_432286985CCS_F0160000CCAM02392P1.SAV,432286985,392,Kukri,82.4,5.8,2.2,0.55,0.37,0.24,7.7,3.4,1.3,2.7,1.8,0.7,7.2,2.1,1.2,0.4,0.8,0.4,1.77,0.64,0.39,0.45,0.64,0.1,0.11,0.05,4.01,103.21,4.89959,100A/95A/95A,3.26E+13,12, 
CL5_432287424CCS_F0160000CCAM03392P1.SAV,432287424,392,Bardin_Bluffs_2,45.7,5,0.6,0.8,0.45,0.02,6.5,3.2,0.1,20.2,4.2,0.2,6.1,2,0.1,12.1,3.2,0.2,1.74,0.64,0.04,0.51,0.66,0.03,0.26,0.08,0.02,93.86,4.73413,100A/95A/95A,5.10E+14,8,1
CL5_432287494CCS_F0160000CCAM03392P1.SAV,432287494,392,Bardin_Bluffs_2,51.7,5,1.1,0.91,0.47,0.06,19.2,3.7,0.5,16.8,3.7,1,3.4,1.7,0.4,6.1,2,0.5,5.27,0.94,0.17,0.63,0.71,0.05,0.1,0.05,0.02,103.98,4.73413,100A/95A/95A,2.51E+14,8,2
CL5_432287557CCS_F0160000CCAM03392P1.SAV,432287557,392,Bardin_Bluffs_2,53.8,5.1,1.1,0.82,0.45,0.04,17.5,3.7,0.8,18.3,3.9,0.7,2,1.6,0.1,3.1,1.2,0.2,4.86,0.86,0.21,0.65,0.72,0.14,0.07,0.04,0.03,101.08,4.74267,100A/95A/95A,2.42E+14,8,3
CL5_432287723CCS_F0160000CCAM03392P1.SAV,432287723,392,Bardin_Bluffs_2,53.6,5.1,1.1,0.85,0.46,0.07,16.4,3.7,0.9,19.4,4.1,0.5,2.4,1.6,0.2,3.4,1.3,0.2,4.75,0.84,0.24,0.52,0.67,0.08,0.1,0.05,0.03,101.43,4.74267,100A/95A/95A,3.63E+14,8,4
CL5_432287787CCS_F0160000CCAM03392P1.SAV,432287787,392,Bardin_Bluffs_2,48.7,4.9,0.5,0.94,0.48,0.04,16.5,3.7,0.9,17.8,3.9,0.3,2.1,1.6,0.1,7.7,2.4,0.8,3.57,0.66,0.1,0.37,0.61,0.03,0.08,0.04,0.01,97.87,4.68142,100A/95A/95A,5.12E+14,8,5
CL5_432288094CCS_F0160000CCAM03392P1.SAV,432288094,392,Bardin_Bluffs_2,54.1,5.1,0.3,0.82,0.45,0.02,21.1,3.7,0.7,12,3,1.2,1.2,1.5,0.1,5.9,1.9,0.1,6.61,1.09,0.28,0.9,0.82,0.05,0.07,0.04,0.03,102.72,4.66272,100A/95A/95A,2.42E+14,8,6
CL5_432288164CCS_F0160000CCAM03392P1.SAV,432288164,392,Bardin_Bluffs_2,49.3,5,1,1.44,0.6,0.06,14.4,3.6,0.7,16.9,3.7,0.4,2.4,1.6,0.1,3.7,1.4,0.5,4.17,0.72,0.27,0.45,0.64,0.06,0.08,0.04,0.01,92.88,4.66272,100A/95A/95A,7.14E+14,8,7
CL5_432288227CCS_F0160000CCAM03392P1.SAV,432288227,392,Bardin_Bluffs_2,42.7,5.2,0.2,6.29,2.84,0.7,9.7,3.5,0.3,20,4.2,0.4,4.8,1.8,0.1,6.1,2,0.2,3.65,0.66,0.1,0.65,0.72,0.02,0.21,0.07,0.01,94.07,4.66894,100A/95A/95A,9.97E+14,8,8
CL5_432288392CCS_F0160000CCAM03392P1.SAV,432288392,392,Bardin_Bluffs_2,54.8,5.1,0.5,0.75,0.44,0.02,17.2,3.7,0.3,19.3,4.1,0.6,1.9,1.6,0.1,4.2,1.5,0.2,5.6,0.98,0.17,0.65,0.72,0.07,0.03,0.03,0.02,104.41,4.66894,100A/95A/95A,4.23E+14,8,9
CL5_432288456CCS_F0160000CCAM03392P1.SAV,432288456,392,Bardin_Bluffs_2,51.5,5,0.7,1.07,0.51,0.05,15.3,3.6,0.9,19.1,4.1,0.5,2.9,1.6,0.3,2.9,1.2,0.2,4.16,0.72,0.2,0.51,0.66,0.06,0.06,0.03,0.02,97.53,4.66894,100A/95A/95A,4.64E+14,8,10
CL5_432288926CCS_F0160000CCAM04392P1.SAV,432288926,392,Flagstone_Bench,53.6,5.1,0.4,1.13,0.52,0.03,12.3,3.6,0.4,19.2,4.1,0.3,4.1,1.8,0.2,4,1.4,0.1,4.16,0.72,0.1,0.99,0.86,0.03,0.23,0.07,0.01,99.69,2.56821,100A/60A/60A,4.71E+14,6,1
CL5_432288996CCS_F0160000CCAM04392P1.SAV,432288996,392,Flagstone_Bench,40.6,5.4,4.3,1.25,0.55,0.1,9.7,3.5,1.7,22.3,4.5,1.4,6,2,0.7,7.1,2.3,1.2,3.29,0.64,0.34,0.26,0.58,0.13,0.23,0.07,0.01,90.71,2.56821,100A/60A/60A,6.09E+14,6,2
CL5_432289060CCS_F0160000CCAM04392P1.SAV,432289060,392,Flagstone_Bench,49,5,1,1.48,0.61,0.09,11.7,3.6,0.3,19.5,4.1,0.6,3.5,1.7,0.2,3.8,1.4,0.2,3.5,0.65,0.14,0.74,0.76,0.04,0.2,0.07,0.01,93.39,2.56821,100A/60A/60A,5.41E+14,6,3
CL5_432289179CCS_F0160000CCAM04392P1.SAV,432289179,392,Flagstone_Bench,49.4,5,1,1.16,0.53,0.03,12,3.6,0.6,20.9,4.3,0.2,4.2,1.8,0.1,4.4,1.5,0.1,3.25,0.64,0.14,0.72,0.75,0.04,0.21,0.07,0.01,96.29,2.57712,100A/60A/60A,4.25E+14,6,4
CL5_432289344CCS_F0160000CCAM04392P1.SAV,432289344,392,Flagstone_Bench,51,5,0.7,1.08,0.51,0.05,12.1,3.6,0.2,20.3,4.3,0.4,5,1.9,0.3,4.6,1.6,0.1,3.46,0.65,0.11,0.59,0.69,0.03,0.22,0.07,0.01,98.31,2.57712,100A/60A/60A,3.93E+14,6,5
CL5_432289408CCS_F0160000CCAM04392P1.SAV,432289408,392,Flagstone_Bench,49.4,5,1.6,1.13,0.52,0.06,12.4,3.6,0.6,20.4,4.3,0.7,5,1.9,0.1,5.3,1.8,0.3,3.16,0.63,0.13,0.74,0.76,0.05,0.22,0.07,0.01,97.63,2.57712,100A/60A/60A,3.90E+14,6,6
CL5_432289527CCS_F0160000CCAM04392P1.SAV,432289527,392,Flagstone_Bench,51.3,5,0.9,1.13,0.52,0.04,12.3,3.6,0.2,20.9,4.3,0.4,3.8,1.7,0.2,4.7,1.6,0.2,3.67,0.66,0.12,1.02,0.88,0.07,0.21,0.07,0.01,99.07,2.59317,100A/60A/60A,3.49E+14,6,7
CL5_432289693CCS_F0160000CCAM04392P1.SAV,432289693,392,Flagstone_Bench,51.9,5,0.5,1.16,0.53,0.02,13.4,3.6,0.5,20.2,4.3,0.4,4.3,1.8,0.1,4.8,1.6,0.3,3.32,0.64,0.06,0.68,0.73,0.02,0.22,0.07,0.01,99.94,2.59317,100A/60A/60A,3.46E+14,6,8
CL5_432289757CCS_F0160000CCAM04392P1.SAV,432289757,392,Flagstone_Bench,53,5.1,0.6,1.02,0.5,0.03,14.1,3.6,0.3,19.6,4.2,0.4,4.1,1.8,0.1,4.8,1.6,0.2,3.76,0.67,0.08,1.08,0.9,0.03,0.24,0.07,0.01,101.75,2.59317,100A/60A/60A,3.13E+14,6,9
CL5_432290250CCS_F0160000CCAM05392P1.SAV,432290250,392,Altar_Mountain,51.6,5,1.2,0,0.2,0.01,21.8,3.8,0.6,9.3,2.6,1,1.2,1.5,0.1,4.3,1.5,0.2,7.93,1.23,0.14,1.57,1.08,0.06,0.08,0.04,2.13,97.84,5.02842,100A/95A/95A,1.71E+14,8,1
CL5_432290320CCS_F0160000CCAM05392P1.SAV,432290320,392,Altar_Mountain,46.3,5,0.7,0.9,0.47,0.03,16.2,3.7,0.8,23.1,4.5,0.8,3.9,1.7,0.1,5.6,1.9,0.5,4.09,0.71,0.11,0.42,0.63,0.03,0.15,0.06,0.03,100.66,5.02842,100A/95A/95A,3.95E+14,8,2
CL5_432290383CCS_F0160000CCAM05392P1.SAV,432290383,392,Altar_Mountain,48.8,4.9,1.1,0.82,0.45,0.02,12.4,3.6,1.8,20.9,4.3,0.9,4.1,1.8,0.2,3.6,1.3,0.2,3.77,0.67,0.32,0.24,0.57,0.05,0.16,0.06,0.03,94.67,5.02842,100A/95A/95A,4.58E+14,8,3
CL5_432290504CCS_F0160000CCAM05392P1.SAV,432290504,392,Altar_Mountain,52.8,5,2.1,0.71,0.42,0.03,18.2,3.7,1.2,19.6,4.2,1.7,2.1,1.6,0.6,4.2,1.5,0.6,5.21,0.93,0.36,0.85,0.8,0.14,0.1,0.05,0.61,103.82,5.05015,100A/95A/95A,2.04E+14,8,4
CL5_432290670CCS_F0160000CCAM05392P1.SAV,432290670,392,Altar_Mountain,52.6,5,0.9,0.53,0.37,0.1,20.7,3.7,0.7,11.3,2.9,1.1,1.7,1.5,0.2,8.2,2.6,0.2,5.71,0.99,0.22,0.6,0.7,0.04,0.1,0.05,1.74,101.4,5.05015,100A/95A/95A,1.32E+14,8,5
CL5_432290734CCS_F0160000CCAM05392P1.SAV,432290734,392,Altar_Mountain,44.4,5,0.7,1.98,0.75,0.16,14.5,3.6,1.6,23.5,4.6,0.7,4,1.7,0.3,5.2,1.8,0.7,3.83,0.68,0.25,0.43,0.63,0.05,0.14,0.05,0.02,98,5.05015,100A/95A/95A,4.85E+14,8,6
CL5_432290855CCS_F0160000CCAM05392P1.SAV,432290855,392,Altar_Mountain,47.6,4.9,3.2,0.64,0.4,0.15,23.3,3.9,3,12,3,0.7,1.9,1.5,0.3,6.7,2.2,0.6,4.91,0.87,0.44,0.57,0.69,0.09,5.46,0.79,3.92,103.07,5.08186,100A/95A/95A,3.64E+13,8, 
CL5_432291021CCS_F0160000CCAM05392P1.SAV,432291021,392,Altar_Mountain,46.9,5,1.3,0.66,0.41,0.03,10.9,3.5,0.4,24.3,4.6,1.1,5.4,1.9,0.4,5.6,1.9,0.5,3.03,0.62,0.21,0.41,0.63,0.04,1.56,0.71,2.17,98.9,5.08186,100A/95A/95A,1.21E+14,8,7
CL5_432291085CCS_F0160000CCAM05392P1.SAV,432291085,392,Altar_Mountain,45.3,5,4.5,0.43,0.33,0.23,17.5,3.7,2.3,27.5,4.9,4,3.5,1.7,0.5,4.9,1.7,0.5,4.06,0.7,0.4,0.46,0.64,0.06,0.19,0.06,4.75,103.69,5.08186,100A/95A/95A,7.94E+13,8,8
CL5_432645889CCS_F0160050CCAM02394P1.SAV,432645889,396,Humboldt,56.1,5.2,0.7,0.74,0.43,0.02,16.5,3.7,0.4,14,3.3,1.1,2.2,1.6,0.2,5,1.7,0.2,5.2,0.93,0.48,0.57,0.69,0.08,0.08,0.04,0.02,100.45,2.33982,100A/60A/60A,2.53E+14,3,1
CL5_432645958CCS_F0160050CCAM02394P1.SAV,432645958,396,Humboldt,49.9,5,0.5,0.95,0.48,0.01,17.3,3.7,0.5,16,3.5,0.8,1.5,1.5,0.2,7.8,2.5,0.3,4.13,0.71,0.34,0.21,0.56,0.03,0.07,0.04,0.02,97.89,2.33982,100A/60A/60A,3.18E+14,3,2
CL5_432646021CCS_F0160050CCAM02394P1.SAV,432646021,396,Humboldt,53.7,5.1,0.5,0.74,0.43,0.01,18.4,3.7,0.5,11.6,2.9,0.5,1.3,1.5,0.2,8.2,2.6,0.5,4.83,0.85,0.09,0.45,0.64,0.04,0.11,0.05,0.02,99.36,2.33982,100A/60A/60A,2.25E+14,3,3
CL5_432646142CCS_F0160050CCAM02394P1.SAV,432646142,396,Humboldt,58.2,5.2,0.9,0.91,0.47,0.02,15.9,3.6,0.3,16.5,3.6,0.8,2.2,1.6,0.2,3.2,1.2,0.4,4.95,0.88,0.31,1.62,1.09,0.18,0.04,0.03,0.02,103.49,2.34405,100A/60A/60A,3.43E+14,3,4
CL5_432646307CCS_F0160050CCAM02394P1.SAV,432646307,396,Humboldt,56.8,5.2,0.4,0.74,0.43,0.01,16.9,3.7,0.4,11,2.8,0.8,1.8,1.5,0.2,6.2,2,0.2,5.93,1.02,0.26,0.71,0.74,0.08,0.09,0.04,0.01,100.16,2.34405,100A/60A/60A,2.66E+14,3,5
CL5_432646373CCS_F0160050CCAM02394P1.SAV,432646373,396,Humboldt,47.6,4.9,1.5,0.85,0.46,0.02,9.6,3.5,0.3,20.4,4.3,0.6,4.3,1.8,0.1,7.3,2.3,0.2,2.93,0.62,0.18,0.24,0.57,0.05,0.14,0.05,0.01,93.34,2.34405,100A/60A/60A,4.61E+14,3,6
CL5_432646494CCS_F0160050CCAM02394P1.SAV,432646494,396,Humboldt,55.9,5.2,0.4,0.75,0.44,0.01,20.4,3.7,0.4,1.9,1.7,0.7,2,1.6,0.1,9,2.7,0.1,5.31,0.95,0.17,0.4,0.62,0.03,0.05,0.03,0.02,95.64,2.34564,100A/60A/60A,2.03E+14,3,7
CL5_432646661CCS_F0160050CCAM02394P1.SAV,432646661,396,Humboldt,52.1,5,0.4,0.74,0.43,0.01,17.9,3.7,0.5,12.9,3.1,0.7,1,1.5,0.2,8.1,2.5,0.2,5.13,0.91,0.22,0.32,0.6,0.02,0.06,0.03,0.02,98.27,2.34564,100A/60A/60A,2.81E+14,3,8
CL5_432646724CCS_F0160050CCAM02394P1.SAV,432646724,396,Humboldt,57.3,5.2,0.2,0.75,0.44,0.01,22.6,3.8,0.4,0.3,1.6,0.2,1.5,1.5,0.1,7.8,2.5,0.4,7.3,1.17,0.14,1.36,1.01,0.1,0.05,0.03,0.01,98.83,2.34564,100A/60A/60A,1.99E+14,3,9
CL5_432647174CCS_F0160050CCAM03394P1.SAV,432647174,396,Byrd,43.9,5.1,2.9,0.95,0.48,0.07,18.4,3.7,0.6,27.9,4.9,2.1,2.3,1.6,0.3,3.4,1.3,0.5,5.84,1.01,0.39,0.62,0.71,0.24,0.2,0.07,0.01,103.54,3.46897,100A/95A/95A,1.02E+15,3,1
CL5_432647246CCS_F0160050CCAM03394P1.SAV,432647246,396,Byrd,39.8,5.5,0.5,1.43,0.6,0.03,10.4,3.5,0.5,27.6,4.9,0.9,3.4,1.7,0.1,7.5,2.4,0.5,3.29,0.64,0.22,1.26,0.97,0.09,0.23,0.07,0.01,94.87,3.46897,100A/95A/95A,1.35E+15,3,2
CL5_432647310CCS_F0160050CCAM03394P1.SAV,432647310,396,Byrd,40,5.5,1,3.74,1.61,0.27,13.1,3.6,1,24.5,4.6,1.3,2.7,1.6,0.1,4.3,1.5,0.5,4.05,0.7,0.2,1.01,0.87,0.13,0.16,0.06,0.01,93.53,3.46897,100A/95A/95A,1.14E+15,3,3
CL5_432647375CCS_F0160050CCAM03394P1.SAV,432647375,396,Byrd,58.6,5.2,0.4,0.8,0.45,0.01,20.6,3.7,0.5,7.2,2.3,1.1,1,1.5,0.1,2.3,1,0.5,8.12,1.25,0.24,3.04,1.16,0.17,0.04,0.03,0.01,101.57,3.46897,100A/95A/95A,4.15E+14,3,4
CL5_432647439CCS_F0160050CCAM03394P1.SAV,432647439,396,Byrd,43,5.1,0.7,1.68,0.67,0.06,15.2,3.6,0.9,26.1,4.8,0.9,2.1,1.6,0.2,4.5,1.6,0.3,3.91,0.69,0.1,1.26,0.97,0.09,0.15,0.06,0.01,97.9,3.46897,100A/95A/95A,1.27E+15,3,5
CL5_432830209CCS_F0160148CCAM01398P1.SAV,432830209,398,Camp_Ridge_ccam,53,5,0.6,0.71,0.42,0.02,11.6,3.6,0.7,17.8,3.9,0.4,4.2,1.8,0.1,7.7,2.4,0.5,3.35,0.64,0.19,0.17,0.55,0.04,0.12,0.05,0.02,98.59,2.32619,100A/60A/60A,2.04E+14,8,1
CL5_432830286CCS_F0160148CCAM01398P1.SAV,432830286,398,Camp_Ridge_ccam,48.9,4.9,0.6,1.18,0.53,0.07,14.5,3.6,0.3,18.9,4,0.3,3.2,1.7,0.1,5.5,1.8,0.6,4.71,0.83,0.11,1.23,0.96,0.05,0.11,0.05,0.01,98.35,2.32619,100A/60A/60A,4.21E+14,8,2
CL5_432830352CCS_F0160148CCAM01398P1.SAV,432830352,398,Camp_Ridge_ccam,51.3,5,0.3,0.78,0.44,0.03,21.7,3.8,0.6,8.1,2.4,0.6,1.1,1.5,0.3,10.2,2.9,0.2,4.23,0.73,0.18,0.17,0.55,0.01,0,0.02,0.01,97.57,2.32619,100A/60A/60A,1.14E+14,8,3
CL5_432830572CCS_F0160148CCAM01398P1.SAV,432830572,398,Camp_Ridge_ccam,39.6,5.5,0.6,3.04,1.22,0.1,8.6,3.5,0.2,22.1,4.5,0.8,3.3,1.7,0.1,3,1.2,0.2,1.94,0.63,0.07,0.36,0.61,0.04,0.1,0.05,0.01,82.02,2.32828,100A/60A/60A,2.80E+14,8,4
CL5_432830649CCS_F0160148CCAM01398P1.SAV,432830649,398,Camp_Ridge_ccam,54,5.1,0.5,0.75,0.44,0.03,21,3.7,0.6,3.9,1.9,1.6,2,1.6,0.2,9.4,2.8,0.2,5.24,0.93,0.23,0.4,0.62,0.06,0.03,0.03,0.02,96.68,2.32828,100A/60A/60A,2.19E+14,8,5
CL5_432830715CCS_F0160148CCAM01398P1.SAV,432830715,398,Camp_Ridge_ccam,55,5.1,0.6,0.77,0.44,0.03,18.7,3.7,0.4,7.4,2.3,1.1,2.6,1.6,0.3,6,2,0.3,4.57,0.8,0.23,0.43,0.63,0.03,0.06,0.03,0.02,95.37,2.32828,100A/60A/60A,1.90E+14,8,6
CL5_432830935CCS_F0160148CCAM01398P1.SAV,432830935,398,Camp_Ridge_ccam,53.9,5.1,0.8,0.76,0.44,0.01,16.8,3.7,0.5,11.1,2.8,1.1,2.8,1.6,0.2,7.5,2.4,0.6,3.86,0.68,0.31,0.45,0.64,0.09,0.08,0.04,0.01,97.25,2.32515,100A/60A/60A,2.08E+14,8,7
CL5_432831012CCS_F0160148CCAM01398P1.SAV,432831012,398,Camp_Ridge_ccam,53.6,5.1,0.6,0.8,0.45,0.01,16.7,3.7,0.5,12.2,3,0.9,2.7,1.6,0.2,7.6,2.4,0.3,4.94,0.88,0.17,0.87,0.81,0.09,0.08,0.04,0.01,99.47,2.32515,100A/60A/60A,2.28E+14,8,8
CL5_432831078CCS_F0160148CCAM01398P1.SAV,432831078,398,Camp_Ridge_ccam,46.7,5,1.8,0.8,0.45,0.03,14.2,3.6,2.7,18.7,4,2.3,3.2,1.7,0.9,9.6,2.8,1.1,3.11,0.63,0.53,0.77,0.77,0.11,0.15,0.06,0.03,97.26,2.32515,100A/60A/60A,1.42E+14,8,9
CL5_432831144CCS_F0160148CCAM01398P1.SAV,432831144,398,Camp_Ridge_ccam,40.2,5.4,2.7,1.15,0.53,0.07,11.2,3.5,0.7,28.6,4.9,1.4,2.7,1.6,0.4,7.3,2.4,2,3.06,0.63,0.39,0.93,0.84,0.15,0.17,0.06,0.02,95.38,2.32515,100A/60A/60A,1.09E+14,8,10
CL5_432831693CCS_F0160148CCAM02398P1.SAV,432831693,398,Beacon_Heights_ccam,47.8,4.9,0.7,1.06,0.51,0.06,14.9,3.6,0.4,18.2,3.9,0.4,3,1.6,0.1,6.5,2.1,0.2,4.78,0.84,0.1,1.27,0.98,0.09,0.1,0.05,0.01,97.54,2.36057,100A/60A/60A,4.69E+14,8,1
CL5_432831763CCS_F0160148CCAM02398P1.SAV,432831763,398,Beacon_Heights_ccam,51.7,5,1.4,0.75,0.44,0.03,19.3,3.7,0.6,11.6,2.9,1.5,2.2,1.6,0.5,8.5,2.6,0.3,4.87,0.86,0.41,0.63,0.71,0.11,0.06,0.03,0.02,99.49,2.36057,100A/60A/60A,2.29E+14,8,2
CL5_432831827CCS_F0160148CCAM02398P1.SAV,432831827,398,Beacon_Heights_ccam,56.1,5.2,0.5,0.75,0.44,0.01,20.2,3.7,1.5,3.8,1.9,1.7,1.9,1.6,0.2,7.5,2.4,0.5,6.03,1.03,0.25,0.34,0.6,0.17,0.04,0.03,0.02,96.63,2.36057,100A/60A/60A,1.79E+14,8,3
