File,Spacecraft Clock,Sol,Target,SiO2,SiO2 RMSEP,SiO2_shots_stdev,TiO2,TiO2 RMSEP,TiO2_shots_stdev,Al2O3,Al2O3 RMSEP,Al2O3_shots_stdev,FeOT,FeOT RMSEP,FeOT_shots_stdev,MgO,MgO RMSEP,MgO_shots_stdev,CaO,CaO RMSEP,CaO_shots_stdev,Na2O,Na2O RMSEP,Na2O_shots_stdev,K2O,K2O RMSEP,K2O_shots_stdev,MnO,MnO RMSEP,MnO_shots_stdev,Sum of Oxides,Distance (m),Laser Power,Spectrum Total,Facies,Point
CL5_444464584CCS_F0260184CCAM15029P3.SAV,444464584,529,CC_BT_0529a,55.9,5.2,1.4,0.68,0.42,0.01,17.5,3.7,0.5,6.8,2.2,0.4,2.4,1.6,0.1,2.1,1,0.2,6.61,1.09,0.55,0.79,0.78,0.24,0.02,0.02,0.01,92.9,2.56694,100A/95A/95A,5.08E+14,4, 
CL5_444464687CCS_F0260184CCAM15029P3.SAV,444464687,529,CC_BT_0529a,42.2,5.2,4.6,0.96,0.49,0.23,8.1,3.4,1,17.6,3.8,3.1,5.7,1.9,1.9,7.2,2.3,1.4,1.76,0.64,0.29,0.45,0.64,0.65,0.09,0.04,0.04,84.07,2.56694,100A/95A/95A,7.72E+14,4, 
CL5_444464784CCS_F0260184CCAM15029P3.SAV,444464784,529,CC_BT_0529a,43.8,5.1,2.3,0.89,0.47,0.14,9.1,3.5,1.9,16.9,3.7,1.3,6,2,1.5,7.4,2.4,0.8,2,0.63,0.61,0.27,0.58,0.14,0.07,0.04,0.04,86.4,2.56694,100A/95A/95A,7.41E+14,4, 
CL5_444464884CCS_F0260184CCAM15029P3.SAV,444464884,529,CC_BT_0529a,43.4,5.1,0.6,1.06,0.51,0.06,7.1,3.3,0.4,17.9,3.9,0.2,10.5,2.7,0.5,6.5,2.1,0.5,1.98,0.63,0.1,0.79,0.78,0.09,0.2,0.07,0.01,89.38,2.56694,100A/95A/95A,1.07E+15,4, 
CL5_444540633CCS_F0260184CCAM02530P3.SAV,444540633,530,Little_Gold,46.3,5,0.4,0.79,0.45,0.03,11.2,3.5,0.4,17,3.7,0.2,6.8,2.1,0.4,9.4,2.8,0.3,2.99,0.62,0.11,1.03,0.88,0.11,0.2,0.07,0.02,95.72,3.4191,100A/95A/95A,5.85E+14,4, 
CL5_444540710CCS_F0260184CCAM02530P3.SAV,444540710,530,Little_Gold,43.6,5.1,0.7,1.13,0.52,0.08,7.8,3.4,0.3,23.2,4.5,0.8,7.4,2.2,0.6,3.8,1.4,0.8,2.76,0.61,0.1,0.67,0.73,0.12,0.17,0.06,0.02,90.5,3.4191,100A/95A/95A,7.54E+14,4, 
CL5_444540776CCS_F0260184CCAM02530P3.SAV,444540776,530,Little_Gold,53.5,5.1,0.2,0.23,0.26,0.23,23.1,3.8,0.7,2,1.7,0.9,0.4,1.4,0.1,11.1,3.1,0.2,5.15,0.92,0.11,1.44,1.04,0.12,0.07,0.04,0.02,96.92,3.4191,100A/95A/95A,3.07E+14,4, 
CL5_444540842CCS_F0260184CCAM02530P3.SAV,444540842,530,Little_Gold,55.5,5.1,0.4,0.8,0.45,0.01,17.3,3.7,0.4,11.4,2.9,0.8,5.2,1.9,0.3,6.7,2.2,0.2,5.5,0.97,0.14,1.07,0.9,0.05,0.18,0.06,0.02,103.65,3.4191,100A/95A/95A,2.19E+14,4, 
CL5_444540908CCS_F0260184CCAM02530P3.SAV,444540908,530,Little_Gold,49,4.9,0.7,0.84,0.46,0.02,20.9,3.7,0.6,10.4,2.7,0.9,0.8,1.5,0.1,8.6,2.7,0.3,6.87,1.12,0.15,1.78,1.13,0.16,0.05,0.03,0.02,99.16,3.4191,100A/95A/95A,1.92E+14,4, 
CL5_444541354CCS_F0260184CCAM03530P3.SAV,444541354,530,Tappers_CCAM,43.9,5.1,0.9,0.95,0.48,0.07,8.4,3.4,0.2,20.7,4.3,0.4,14,3.2,1.2,2.9,1.2,0.6,1.66,0.65,0.1,0.53,0.67,0.09,0.13,0.05,0.02,93.18,4.22904,100A/95A/95A,4.75E+14,12,1
CL5_444541430CCS_F0260184CCAM03530P3.SAV,444541430,530,Tappers_CCAM,44.7,5,0.7,0.95,0.48,0.05,8.9,3.5,0.2,21.5,4.4,0.4,10.5,2.7,0.4,2.3,1,0.4,1.9,0.64,0.07,0.75,0.76,0.08,0.13,0.05,0.02,91.54,4.22904,100A/95A/95A,5.38E+14,12,2
CL5_444541495CCS_F0260184CCAM03530P3.SAV,444541495,530,Tappers_CCAM,46.8,5,1.3,0.84,0.46,0.04,10.5,3.5,0.8,21.1,4.4,0.4,11.5,2.8,0.4,2.1,1,0.4,1.99,0.63,0.09,0.96,0.85,0.14,0.14,0.05,0.02,95.83,4.22904,100A/95A/95A,5.82E+14,12,3
CL5_444541562CCS_F0260184CCAM03530P3.SAV,444541562,530,Tappers_CCAM,45.1,5,0.8,0.84,0.46,0.04,9.9,3.5,0.5,21.3,4.4,0.4,10.2,2.6,1.3,3.1,1.2,0.5,1.77,0.64,0.11,0.64,0.71,0.13,0.18,0.06,0.02,92.89,4.22904,100A/95A/95A,4.52E+14,12,4
CL5_444541627CCS_F0260184CCAM03530P3.SAV,444541627,530,Tappers_CCAM,41.8,5.3,0.7,0.82,0.45,0.05,8.2,3.4,0.3,21.7,4.4,0.8,12.3,3,0.4,2.3,1.1,0.7,1.66,0.65,0.05,0.43,0.63,0.07,0.2,0.07,0.02,89.39,4.22904,100A/95A/95A,6.28E+14,12,5
CL5_446579927CCS_F0280000CCAM01553P3.SAV,446579927,553,Angelo,36.4,6,1.1,1.47,0.61,0.05,8.9,3.5,0.2,28.1,4.9,0.9,2.7,1.6,0.1,6.2,2,0.5,2.12,0.62,0.11,3.17,1.16,0.17,0.22,0.07,0.01,89.3,2.33719,100A/95A/95A,1.22E+15,5,1
CL5_446580003CCS_F0280000CCAM01553P3.SAV,446580003,553,Angelo,39,5.6,0.4,1.48,0.61,0.07,11,3.5,0.3,25.9,4.7,0.6,2.7,1.6,0.1,6.6,2.1,0.3,1.97,0.63,0.09,3.01,1.16,0.13,0.2,0.07,0.01,91.9,2.33719,100A/95A/95A,1.01E+15,5,2
CL5_446580068CCS_F0280000CCAM01553P3.SAV,446580068,553,Angelo,38,5.7,0.9,1.4,0.59,0.09,10.1,3.5,0.2,27.2,4.8,1.1,2.8,1.6,0.1,5.3,1.8,0.7,2.03,0.63,0.05,2.56,1.18,0.13,0.19,0.06,0.01,89.64,2.33719,100A/95A/95A,9.06E+14,5,3
CL5_446580187CCS_F0280000CCAM01553P3.SAV,446580187,553,Angelo,52.7,5,0.4,0.72,0.43,0.16,21.8,3.8,0.4,1.2,1.6,0.5,0.7,1.5,0.1,10.9,3,0.2,5.11,0.91,0.24,0.94,0.84,0.15,0.04,0.03,0.02,94.12,2.34035,100A/95A/95A,3.15E+14,5,4
CL5_446580353CCS_F0280000CCAM01553P3.SAV,446580353,553,Angelo,58.1,5.2,0.5,0.68,0.42,0.01,21,3.7,0.2,1.8,1.7,0.2,0.6,1.5,0,5.7,1.9,0.3,5.54,0.98,0.18,3.77,1.2,0.22,0.01,0.02,0.01,97.21,2.34035,100A/95A/95A,2.97E+14,5,5
CL5_446580419CCS_F0280000CCAM01553P3.SAV,446580419,553,Angelo,38.2,5.7,2.4,1.32,0.57,0.05,10.3,3.5,0.7,27.6,4.9,1.3,3.2,1.7,0.4,4.9,1.7,0.6,2.03,0.63,0.23,2.18,1.18,0.64,0.23,0.07,0.03,90.04,2.34035,100A/95A/95A,9.77E+14,5,6
CL5_446580538CCS_F0280000CCAM01553P3.SAV,446580538,553,Angelo,51.1,5,0.7,0.74,0.43,0.01,16.3,3.7,0.3,12.5,3,1.1,2.4,1.6,0.2,7.5,2.4,0.3,3.53,0.65,0.11,2.89,1.16,0.32,0.11,0.05,0.01,97.07,2.34193,100A/95A/95A,6.51E+14,5,7
CL5_446580705CCS_F0280000CCAM01553P3.SAV,446580705,553,Angelo,54.5,5.1,0.5,0.73,0.43,0.01,18.3,3.7,0.3,4.8,2,0.4,1.4,1.5,0.1,7.8,2.5,0.4,4.42,0.77,0.19,2.53,1.18,0.28,0.03,0.03,0.01,94.52,2.34193,100A/95A/95A,3.78E+14,5,8
CL5_446580771CCS_F0280000CCAM01553P3.SAV,446580771,553,Angelo,37.6,5.8,2.2,1.15,0.53,0.03,10.9,3.5,1.4,25,4.7,1,4,1.7,0.3,7.2,2.3,0.5,2.09,0.63,0.2,1.25,0.97,0.25,0.22,0.07,0.01,89.5,2.34193,100A/95A/95A,1.14E+15,5,9
CL5_447031965CCS_F0280634CCAM02557P3.SAV,447031965,558,Mount_Amy,52,5,0.9,0.76,0.44,0.01,18.5,3.7,0.7,14.2,3.3,1.4,2.5,1.6,0.2,3.1,1.2,0.4,5.6,0.98,0.16,1.67,1.11,0.15,0.15,0.06,0.03,98.42,4.02003,100A/95A/95A,3.72E+14,0,1
CL5_447032041CCS_F0280634CCAM02557P3.SAV,447032041,558,Mount_Amy,51.4,5,0.7,0.77,0.44,0.01,18.8,3.7,0.7,12.9,3.1,0.7,2,1.6,0.2,8.7,2.7,1.2,5.37,0.95,0.26,1.55,1.08,0.14,0.15,0.06,0.02,101.62,4.02003,100A/95A/95A,4.09E+14,0,2
CL5_447032106CCS_F0280634CCAM02557P3.SAV,447032106,558,Mount_Amy,56.7,5.2,0.7,0.22,0.26,0.11,25.5,4,1.2,0.1,1.6,0.4,0.3,1.4,0.2,7.4,2.4,0.1,7.37,1.17,0.23,1.43,1.04,0.35,0.05,0.03,0.46,99.17,4.02003,100A/95A/95A,2.07E+14,0,3
CL5_447032172CCS_F0280634CCAM02557P3.SAV,447032172,558,Mount_Amy,54.8,5.1,0.6,0.9,0.47,0.02,18.2,3.7,0.6,13.6,3.2,0.8,2.1,1.6,0.3,3.9,1.4,0.3,4.71,0.83,0.11,3.48,1.17,0.19,0.09,0.04,0.02,101.78,4.02003,100A/95A/95A,3.82E+14,0,4
CL5_447032238CCS_F0280634CCAM02557P3.SAV,447032238,558,Mount_Amy,59.3,5.3,0.5,0.21,0.25,0.15,21.8,3.8,0.6,0.8,1.6,0.6,1.1,1.5,0.2,5.5,1.8,0.2,7.47,1.18,0.13,2.29,1.18,0.17,0.1,0.05,0.03,98.6,4.02003,100A/95A/95A,2.36E+14,0,5
CL5_447824989CCS_F0290566CCAM01567P3.SAV,447824989,567,Pillara,46.5,5,1.4,1.62,0.65,0.13,17.6,3.7,1,21.4,4.4,1.3,2.3,1.6,0.1,5.2,1.7,0.5,4.19,0.72,0.2,2.77,1.17,0.31,0.19,0.06,0.02,101.79,4.22393,100A/95A/95A,3.94E+14,0,1
CL5_447825059CCS_F0290566CCAM01567P3.SAV,447825059,567,Pillara,36.7,5.9,0.4,1.54,0.63,0.06,12.5,3.6,0.6,40.4,5.8,0.6,1.5,1.5,0,2.3,1,0.1,3.52,0.65,0.15,1.77,1.13,0.16,2.4,0.72,0.06,102.52,4.22393,100A/95A/95A,1.11E+15,0,2
CL5_447825123CCS_F0290566CCAM01567P3.SAV,447825123,567,Pillara,55.8,5.1,0.7,0.2,0.25,0.05,26.3,4,0.9,1.7,1.7,0.6,0.7,1.5,0.2,1.3,0.9,0.5,8.7,1.32,0.51,4.08,1.24,0.16,0.04,0.03,0.64,98.82,4.22393,100A/95A/95A,8.34E+13,0,3
CL5_447825248CCS_F0290566CCAM01567P3.SAV,447825248,567,Pillara,35.3,6.2,1.1,3.73,1.61,0.2,8.2,3.4,0.3,33.9,5.3,0.6,2.7,1.6,0.1,7.3,2.3,0.5,2.37,0.61,0.13,0.84,0.8,0.06,0.25,0.08,0.01,94.54,4.22054,100A/95A/95A,1.30E+15,0,4
CL5_447825414CCS_F0290566CCAM01567P3.SAV,447825414,567,Pillara,40.2,5.4,1.4,0.89,0.47,0.02,18.1,3.7,0.4,30.4,5.1,0.9,1.8,1.5,0.2,6,2,0.6,4.34,0.75,0.31,1.88,1.15,0.14,0.92,0.35,0.27,104.6,4.22054,100A/95A/95A,4.84E+14,0,5
CL5_447825478CCS_F0290566CCAM01567P3.SAV,447825478,567,Pillara,53.4,5.1,0.8,0.2,0.25,0.02,29,4.1,0.4,0,1.6,0,0.3,1.4,0.1,9.1,2.7,0.3,7.54,1.19,0.47,0.94,0.84,0.12,3.57,0.73,1.87,103.93,4.22054,100A/95A/95A,1.14E+14,0,6
CL5_447825604CCS_F0290566CCAM01567P3.SAV,447825604,567,Pillara,39.3,5.6,2.2,0.91,0.47,0.04,18.2,3.7,0.4,31.2,5.1,1.9,1.9,1.6,0.1,6.3,2.1,0.6,4.2,0.73,0.21,2.08,1.17,0.12,0.24,0.07,0.1,104.36,4.22734,100A/95A/95A,4.20E+14,0,7
CL5_447825770CCS_F0290566CCAM01567P3.SAV,447825770,567,Pillara,37.2,5.9,1.2,1.01,0.5,0.02,17,3.7,0.7,36.5,5.5,1.1,1.7,1.5,0.1,4.7,1.6,1,4.02,0.7,0.22,1.94,1.16,0.11,1.75,0.72,0.23,105.71,4.22734,100A/95A/95A,6.04E+14,0,8
