File,Target,Facies,Spacecraft Clock,Sol,Sequence ID,Observation Point,SiO2,+/-,SiO2 RMSEP,SiO2_shots_stdev,TiO2,+/-.1,TiO2 RMSEP,TiO2_shots_stdev,Al2O3,+/-.2,Al2O3 RMSEP,Al2O3_shots_stdev,FeOT,+/-.3,FeOT RMSEP,FeOT_shots_stdev,MgO,+/-.4,MgO RMSEP,MgO_shots_stdev,CaO,+/-.5,CaO RMSEP,CaO_shots_stdev,Na2O,+/-.6,Na2O RMSEP,Na2O_shots_stdev,K2O,+/-.7,K2O RMSEP,K2O_shots_stdev,MnO,+/-.8,MnO RMSEP,MnO_shots_stdev,Sum of Oxides,Distance (m),Laser Power,Spectrum Total
CL5_413558796CCS_F0060000CCAM01181P3.SAV,Jolliffe,8.0,413558796.0,181.0,CCAM01181,10.0,46.9,+/-,5.0,0.4,0.84,+/-,0.46,0.04,10.3,+/-,3.5,0.5,19.3,+/-,3.8,0.5,8.9,+/-,2.4,0.4,7.6,+/-,2.4,0.7,2.66,+/-,0.62,0.16,0.57,+/-,0.69,0.04,0.22,+/-,0.07,0.01,97.23,3.85594,100A/95A/95A,824000000000000.0
CL5_448895851CCS_F0300740CCAM05578P3.SAV,Petaluma,8.0,448895851.0,578.0,CCAM05578,1.0,41.4,+/-,5.3,0.8,0.87,+/-,0.47,0.02,9.0,+/-,3.5,0.2,30.5,+/-,4.5,1.0,6.3,+/-,2.0,0.2,6.2,+/-,2.0,0.4,2.04,+/-,0.63,0.09,2.23,+/-,1.17,0.12,0.23,+/-,0.07,0.02,98.73,4.77499,100A/95A/95A,603000000000000.0
CL5_448895921CCS_F0300740CCAM05578P3.SAV,Petaluma,8.0,448895921.0,578.0,CCAM05578,2.0,45.4,+/-,5.0,1.3,0.92,+/-,0.48,0.03,9.8,+/-,3.5,0.4,26.3,+/-,4.4,0.8,6.5,+/-,2.1,0.8,4.5,+/-,1.6,0.3,2.17,+/-,0.62,0.17,2.72,+/-,1.17,0.19,0.2,+/-,0.07,0.02,98.53,4.77499,100A/95A/95A,500000000000000.0
CL5_448895985CCS_F0300740CCAM05578P3.SAV,Petaluma,8.0,448895985.0,578.0,CCAM05578,3.0,43.8,+/-,5.1,1.0,0.71,+/-,0.42,0.03,10.3,+/-,3.5,0.5,29.5,+/-,4.5,1.2,5.9,+/-,2.0,0.3,6.7,+/-,2.2,1.0,2.6,+/-,0.62,0.15,2.45,+/-,1.18,0.29,0.19,+/-,0.06,0.06,102.12,4.79021,100A/95A/95A,377000000000000.0
CL5_448896151CCS_F0300740CCAM05578P3.SAV,Petaluma,8.0,448896151.0,578.0,CCAM05578,4.0,43.3,+/-,5.2,0.7,0.81,+/-,0.45,0.04,9.5,+/-,3.5,0.6,25.8,+/-,4.4,1.4,6.2,+/-,2.0,0.4,7.2,+/-,2.3,0.6,2.02,+/-,0.63,0.06,1.97,+/-,1.15,0.14,0.2,+/-,0.07,0.02,96.9,4.79021,100A/95A/95A,365000000000000.0
CL5_448896215CCS_F0300740CCAM05578P3.SAV,Petaluma,8.0,448896215.0,578.0,CCAM05578,5.0,46.1,+/-,5.0,0.9,0.97,+/-,0.49,0.05,10.5,+/-,3.5,1.0,21.1,+/-,4.0,1.4,5.5,+/-,1.9,0.6,6.3,+/-,2.1,0.7,2.04,+/-,0.63,0.13,2.01,+/-,1.16,0.45,0.18,+/-,0.06,0.02,94.83,4.79021,100A/95A/95A,549000000000000.0
CL5_448896421CCS_F0300740CCAM05578P3.SAV,Petaluma,8.0,448896421.0,578.0,CCAM05578,6.0,44.2,+/-,5.1,0.5,0.81,+/-,0.45,0.05,11.7,+/-,3.6,0.6,25.8,+/-,4.4,1.3,5.6,+/-,1.9,0.2,5.6,+/-,1.9,0.8,2.25,+/-,0.62,0.08,2.46,+/-,1.18,0.12,0.2,+/-,0.07,0.03,98.62,4.82318,100A/95A/95A,340000000000000.0
CL5_448896491CCS_F0300740CCAM05578P3.SAV,Petaluma,8.0,448896491.0,578.0,CCAM05578,7.0,45.4,+/-,5.0,0.7,0.84,+/-,0.46,0.02,9.5,+/-,3.5,0.3,26.4,+/-,4.4,0.9,6.4,+/-,2.1,0.2,5.1,+/-,1.7,0.3,2.15,+/-,0.62,0.05,3.59,+/-,1.18,0.14,0.2,+/-,0.07,0.01,99.54,4.82761,100A/95A/95A,507000000000000.0
CL5_448896657CCS_F0300740CCAM05578P3.SAV,Petaluma,8.0,448896657.0,578.0,CCAM05578,8.0,42.5,+/-,5.2,0.6,0.88,+/-,0.47,0.06,8.6,+/-,3.4,0.4,27.8,+/-,4.4,1.2,6.6,+/-,2.1,0.2,6.7,+/-,2.2,0.8,2.09,+/-,0.63,0.07,1.72,+/-,1.11,0.11,0.18,+/-,0.06,0.02,97.11,4.82761,100A/95A/95A,621000000000000.0
CL5_448896721CCS_F0300740CCAM05578P3.SAV,Petaluma,8.0,448896721.0,578.0,CCAM05578,9.0,54.7,+/-,5.1,0.8,0.65,+/-,0.41,0.01,24.1,+/-,3.9,0.7,1.8,+/-,1.7,0.7,0.9,+/-,1.5,0.1,5.9,+/-,2.0,0.6,8.59,+/-,1.12,0.17,2.55,+/-,1.18,0.29,0.12,+/-,0.05,2.08,99.3,4.86108,100A/95A/95A,114000000000000.0
CL5_448896888CCS_F0300740CCAM05578P3.SAV,Petaluma,8.0,448896888.0,578.0,CCAM05578,10.0,35.7,+/-,6.1,2.7,0.82,+/-,0.45,0.07,8.4,+/-,3.4,0.4,28.8,+/-,4.5,2.9,5.5,+/-,1.9,0.5,7.4,+/-,2.4,1.0,1.89,+/-,0.63,0.21,0.73,+/-,0.76,0.1,0.17,+/-,0.06,0.02,89.53,4.86108,100A/95A/95A,375000000000000.0
CL5_424919483CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424919483.0,309.0,CCAM01309,1.0,42.5,+/-,5.2,0.7,1.12,+/-,0.52,0.14,9.5,+/-,3.5,0.3,22.5,+/-,4.1,0.7,7.8,+/-,2.2,0.4,6.0,+/-,2.0,0.7,2.19,+/-,0.62,0.15,0.63,+/-,0.72,0.07,0.19,+/-,0.06,0.02,92.45,3.89461,100A/95A/95A,492000000000000.0
CL5_424919553CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424919553.0,309.0,CCAM01309,2.0,44.1,+/-,5.1,0.6,1.06,+/-,0.51,0.2,8.5,+/-,3.4,0.6,23.0,+/-,4.2,0.7,10.2,+/-,2.6,1.4,5.0,+/-,1.7,0.5,2.23,+/-,0.62,0.12,0.68,+/-,0.74,0.07,0.19,+/-,0.06,0.02,95.09,3.89461,100A/95A/95A,473000000000000.0
CL5_424919616CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424919616.0,309.0,CCAM01309,3.0,44.3,+/-,5.1,1.3,1.5,+/-,0.62,0.25,13.6,+/-,3.6,1.0,20.4,+/-,4.0,1.2,3.8,+/-,1.7,0.6,8.0,+/-,2.5,0.9,3.6,+/-,0.66,0.34,1.43,+/-,1.03,0.23,0.14,+/-,0.06,0.02,96.81,3.89461,100A/95A/95A,414000000000000.0
CL5_424919680CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424919680.0,309.0,CCAM01309,4.0,41.4,+/-,5.3,3.0,0.9,+/-,0.47,0.18,10.3,+/-,3.5,0.7,20.1,+/-,3.9,1.1,7.0,+/-,2.1,0.5,7.8,+/-,2.4,0.5,2.59,+/-,0.62,0.37,0.47,+/-,0.66,0.17,0.15,+/-,0.06,0.26,90.68,3.89461,100A/95A/95A,158000000000000.0
CL5_424919910CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424919910.0,309.0,CCAM01309,5.0,40.5,+/-,5.4,1.6,1.69,+/-,0.67,0.34,9.1,+/-,3.5,0.4,27.1,+/-,4.4,2.0,7.5,+/-,2.2,0.8,3.1,+/-,1.2,0.3,2.29,+/-,0.62,0.12,0.99,+/-,0.86,0.11,0.15,+/-,0.06,1.54,92.35,3.89461,100A/95A/95A,102000000000000.0
CL5_424919980CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424919980.0,309.0,CCAM01309,6.0,41.4,+/-,5.3,1.9,1.33,+/-,0.57,0.19,9.5,+/-,3.5,1.2,28.8,+/-,4.5,2.2,7.6,+/-,2.2,1.0,3.6,+/-,1.3,0.7,2.9,+/-,0.62,0.29,0.83,+/-,0.8,0.2,0.2,+/-,0.07,0.04,96.16,3.89461,100A/95A/95A,112000000000000.0
CL5_424920313CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424920313.0,309.0,CCAM01309,9.0,43.6,+/-,5.1,0.6,1.17,+/-,0.53,0.09,7.5,+/-,3.4,0.2,21.5,+/-,4.1,0.3,13.4,+/-,3.1,0.3,2.7,+/-,1.2,0.3,1.84,+/-,0.63,0.07,0.79,+/-,0.78,0.06,0.17,+/-,0.06,0.01,92.71,3.8208,100A/95A/95A,771000000000000.0
CL5_424920383CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424920383.0,309.0,CCAM01309,10.0,40.7,+/-,5.4,1.2,0.94,+/-,0.48,0.09,8.0,+/-,3.4,0.8,22.6,+/-,4.1,0.3,11.3,+/-,2.8,1.4,4.5,+/-,1.6,0.7,1.87,+/-,0.63,0.14,0.54,+/-,0.68,0.18,0.18,+/-,0.06,0.02,90.5,3.8208,100A/95A/95A,673000000000000.0
CL5_424920446CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424920446.0,309.0,CCAM01309,11.0,43.9,+/-,5.1,0.7,0.84,+/-,0.46,0.11,7.9,+/-,3.4,0.6,23.5,+/-,4.2,0.9,12.0,+/-,2.9,1.2,4.9,+/-,1.7,0.4,2.34,+/-,0.62,0.13,0.5,+/-,0.67,0.06,0.22,+/-,0.07,0.02,96.02,3.8208,100A/95A/95A,257000000000000.0
CL5_424920510CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424920510.0,309.0,CCAM01309,12.0,50.5,+/-,5.0,1.3,0.82,+/-,0.45,0.03,11.9,+/-,3.6,0.3,20.3,+/-,4.0,0.8,5.4,+/-,1.9,0.3,7.1,+/-,2.3,1.9,2.83,+/-,0.62,0.3,1.4,+/-,1.02,0.13,0.13,+/-,0.05,0.02,100.48,3.8208,100A/95A/95A,499000000000000.0
CL5_424920739CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424920739.0,309.0,CCAM01309,13.0,39.7,+/-,5.5,0.7,1.3,+/-,0.56,0.22,7.6,+/-,3.4,0.4,23.7,+/-,4.2,1.0,10.5,+/-,2.7,1.1,3.3,+/-,1.3,0.5,1.8,+/-,0.64,0.08,0.42,+/-,0.64,0.07,0.15,+/-,0.06,0.02,88.52,3.8208,100A/95A/95A,688000000000000.0
CL5_424920809CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424920809.0,309.0,CCAM01309,14.0,47.4,+/-,5.0,0.7,0.98,+/-,0.49,0.05,10.3,+/-,3.5,0.6,21.6,+/-,4.1,0.3,9.6,+/-,2.5,0.7,5.1,+/-,1.7,0.5,2.26,+/-,0.62,0.08,1.05,+/-,0.89,0.18,0.15,+/-,0.06,0.01,98.36,3.8208,100A/95A/95A,531000000000000.0
CL5_424920872CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424920872.0,309.0,CCAM01309,15.0,38.6,+/-,5.7,1.1,0.89,+/-,0.47,0.06,6.9,+/-,3.3,0.5,23.7,+/-,4.2,0.6,12.9,+/-,3.0,1.4,4.2,+/-,1.5,0.3,1.98,+/-,0.63,0.13,0.38,+/-,0.62,0.08,0.15,+/-,0.06,0.02,89.74,3.8208,100A/95A/95A,493000000000000.0
CL5_424920936CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424920936.0,309.0,CCAM01309,16.0,41.8,+/-,5.3,0.6,1.32,+/-,0.57,0.1,7.5,+/-,3.4,0.3,22.8,+/-,4.2,0.9,11.3,+/-,2.8,1.4,3.2,+/-,1.3,0.4,2.08,+/-,0.63,0.08,0.64,+/-,0.72,0.08,0.15,+/-,0.06,0.02,90.74,3.8208,100A/95A/95A,608000000000000.0
CL5_424921142CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424921142.0,309.0,CCAM01309,17.0,45.4,+/-,5.0,0.5,0.89,+/-,0.47,0.04,7.3,+/-,3.3,0.4,21.9,+/-,4.1,0.4,9.0,+/-,2.4,0.5,8.6,+/-,2.6,1.3,2.05,+/-,0.63,0.1,0.61,+/-,0.71,0.07,0.2,+/-,0.07,0.01,95.86,3.81523,100A/95A/95A,645000000000000.0
CL5_424921212CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424921212.0,309.0,CCAM01309,18.0,45.3,+/-,5.0,0.5,1.17,+/-,0.53,0.12,8.3,+/-,3.4,0.4,20.8,+/-,4.0,0.7,7.6,+/-,2.2,1.2,6.9,+/-,2.2,1.9,2.31,+/-,0.62,0.1,1.05,+/-,0.89,0.18,0.17,+/-,0.06,0.01,93.62,3.81523,100A/95A/95A,853000000000000.0
CL5_424921275CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424921275.0,309.0,CCAM01309,19.0,39.4,+/-,5.6,0.5,0.81,+/-,0.45,0.03,6.9,+/-,3.3,0.2,22.3,+/-,4.1,0.5,10.4,+/-,2.7,0.7,6.3,+/-,2.1,0.7,1.84,+/-,0.63,0.1,0.41,+/-,0.63,0.05,0.17,+/-,0.06,0.02,88.56,3.81523,100A/95A/95A,640000000000000.0
CL5_424921339CCS_F0060646CCAM01309P3.SAV,Rove,8.0,424921339.0,309.0,CCAM01309,20.0,42.5,+/-,5.2,2.6,0.88,+/-,0.47,0.23,9.0,+/-,3.5,0.9,20.0,+/-,3.9,0.8,7.9,+/-,2.3,0.5,7.1,+/-,2.3,0.5,1.91,+/-,0.63,0.25,0.3,+/-,0.6,0.1,0.13,+/-,0.05,0.03,89.61,3.81523,100A/95A/95A,287000000000000.0
CL5_448892728CCS_F0300740CCAM03578P3.SAV,Yulleroo,8.0,448892728.0,578.0,CCAM03578,1.0,42.3,+/-,5.2,0.6,0.88,+/-,0.47,0.03,7.7,+/-,3.4,0.3,32.5,+/-,4.6,1.0,6.3,+/-,2.0,0.2,6.3,+/-,2.1,0.5,2.3,+/-,0.62,0.06,1.58,+/-,1.07,0.15,0.18,+/-,0.06,0.02,100.0,4.4251,100A/95A/95A,762000000000000.0
CL5_448892797CCS_F0300740CCAM03578P3.SAV,Yulleroo,8.0,448892797.0,578.0,CCAM03578,2.0,54.4,+/-,5.1,2.0,0.81,+/-,0.45,0.02,20.1,+/-,3.7,0.7,9.8,+/-,2.6,1.1,1.6,+/-,1.5,0.2,5.5,+/-,1.8,1.3,5.92,+/-,0.96,0.28,3.06,+/-,1.16,0.67,0.08,+/-,0.04,0.03,101.19,4.4251,100A/95A/95A,282000000000000.0
CL5_448892860CCS_F0300740CCAM03578P3.SAV,Yulleroo,8.0,448892860.0,578.0,CCAM03578,3.0,39.8,+/-,5.5,0.9,0.95,+/-,0.48,0.05,8.6,+/-,3.4,0.3,37.0,+/-,4.7,1.0,5.1,+/-,1.9,0.4,3.7,+/-,1.4,0.5,2.21,+/-,0.62,0.14,1.75,+/-,1.11,0.34,0.18,+/-,0.06,0.02,99.34,4.46649,100A/95A/95A,402000000000000.0
CL5_448893026CCS_F0300740CCAM03578P3.SAV,Yulleroo,8.0,448893026.0,578.0,CCAM03578,4.0,43.1,+/-,5.2,0.8,0.78,+/-,0.44,0.02,8.8,+/-,3.5,0.7,24.8,+/-,4.3,0.9,7.9,+/-,2.3,0.7,7.7,+/-,2.4,0.8,2.27,+/-,0.62,0.21,1.7,+/-,1.1,0.23,0.23,+/-,0.07,0.01,97.22,4.46649,100A/95A/95A,515000000000000.0
CL5_448893090CCS_F0300740CCAM03578P3.SAV,Yulleroo,8.0,448893090.0,578.0,CCAM03578,5.0,39.7,+/-,5.5,0.5,1.11,+/-,0.52,0.05,7.5,+/-,3.4,0.2,33.2,+/-,4.6,0.7,7.4,+/-,2.2,0.4,3.5,+/-,1.3,0.2,2.25,+/-,0.62,0.1,1.29,+/-,0.98,0.15,0.18,+/-,0.06,0.01,96.12,4.46649,100A/95A/95A,870000000000000.0
CL5_448893298CCS_F0300740CCAM03578P3.SAV,Yulleroo,8.0,448893298.0,578.0,CCAM03578,6.0,44.2,+/-,5.1,0.9,0.54,+/-,0.37,0.02,7.9,+/-,3.4,0.1,39.1,+/-,4.7,0.6,4.6,+/-,1.8,0.2,2.0,+/-,1.0,0.2,3.09,+/-,0.63,0.07,3.47,+/-,1.18,0.17,0.13,+/-,0.05,0.02,105.01,4.49709,100A/95A/95A,441000000000000.0
CL5_448893367CCS_F0300740CCAM03578P3.SAV,Yulleroo,8.0,448893367.0,578.0,CCAM03578,7.0,48.6,+/-,5.0,0.8,0.79,+/-,0.45,0.02,16.7,+/-,3.7,0.6,18.7,+/-,3.8,1.2,4.5,+/-,1.8,0.2,6.0,+/-,2.0,0.6,3.34,+/-,0.64,0.1,3.01,+/-,1.16,0.13,0.17,+/-,0.06,0.02,101.82,4.48365,100A/95A/95A,381000000000000.0
CL5_448893534CCS_F0300740CCAM03578P3.SAV,Yulleroo,8.0,448893534.0,578.0,CCAM03578,8.0,40.8,+/-,5.4,0.9,0.76,+/-,0.44,0.04,7.0,+/-,3.3,0.4,27.1,+/-,4.4,1.6,7.8,+/-,2.2,0.3,7.3,+/-,2.3,0.7,1.93,+/-,0.63,0.06,1.15,+/-,0.93,0.13,0.21,+/-,0.07,0.02,93.94,4.48365,100A/95A/95A,518000000000000.0
CL5_448893598CCS_F0300740CCAM03578P3.SAV,Yulleroo,8.0,448893598.0,578.0,CCAM03578,9.0,37.7,+/-,5.8,0.9,0.28,+/-,0.27,0.1,7.9,+/-,3.4,0.2,43.7,+/-,4.8,0.9,3.4,+/-,1.7,0.2,2.8,+/-,1.2,0.2,2.87,+/-,0.62,0.1,1.69,+/-,1.1,0.1,0.09,+/-,0.04,0.02,100.48,4.52031,100A/95A/95A,514000000000000.0
CL5_448893765CCS_F0300740CCAM03578P3.SAV,Yulleroo,8.0,448893765.0,578.0,CCAM03578,10.0,39.2,+/-,5.6,1.4,0.84,+/-,0.46,0.08,8.3,+/-,3.4,0.5,28.5,+/-,4.5,2.0,7.9,+/-,2.3,0.4,6.9,+/-,2.2,0.4,2.0,+/-,0.63,0.08,1.37,+/-,1.01,0.27,0.23,+/-,0.07,0.02,95.24,4.52031,100A/95A/95A,444000000000000.0
CL5_432290250CCS_F0160000CCAM05392P3.SAV,Altar_Mountain,9.0,432290250.0,392.0,CCAM05392,1.0,51.6,+/-,5.0,1.2,0.0,+/-,0.2,0.01,21.8,+/-,3.8,0.6,9.3,+/-,2.6,1.0,1.2,+/-,1.5,0.1,4.3,+/-,1.5,0.2,7.93,+/-,1.08,0.14,1.57,+/-,1.07,0.06,0.08,+/-,0.04,2.13,97.84,5.02842,100A/95A/95A,171000000000000.0
CL5_432290320CCS_F0160000CCAM05392P3.SAV,Altar_Mountain,9.0,432290320.0,392.0,CCAM05392,2.0,46.3,+/-,5.0,0.7,0.9,+/-,0.47,0.03,16.2,+/-,3.7,0.8,23.1,+/-,4.2,0.8,3.9,+/-,1.8,0.1,5.6,+/-,1.9,0.5,4.09,+/-,0.71,0.11,0.42,+/-,0.64,0.03,0.15,+/-,0.06,0.03,100.66,5.02842,100A/95A/95A,395000000000000.0
CL5_432290383CCS_F0160000CCAM05392P3.SAV,Altar_Mountain,9.0,432290383.0,392.0,CCAM05392,3.0,48.8,+/-,5.0,1.1,0.82,+/-,0.45,0.02,12.4,+/-,3.6,1.8,20.9,+/-,4.0,0.9,4.1,+/-,1.8,0.2,3.6,+/-,1.3,0.2,3.77,+/-,0.68,0.32,0.24,+/-,0.58,0.05,0.16,+/-,0.06,0.03,94.67,5.02842,100A/95A/95A,458000000000000.0
CL5_432290504CCS_F0160000CCAM05392P3.SAV,Altar_Mountain,9.0,432290504.0,392.0,CCAM05392,4.0,52.8,+/-,5.0,2.1,0.71,+/-,0.42,0.03,18.2,+/-,3.7,1.2,19.6,+/-,3.9,1.7,2.1,+/-,1.6,0.6,4.2,+/-,1.5,0.6,5.21,+/-,0.89,0.36,0.85,+/-,0.8,0.14,0.1,+/-,0.05,0.61,103.82,5.05015,100A/95A/95A,204000000000000.0
CL5_432290670CCS_F0160000CCAM05392P3.SAV,Altar_Mountain,9.0,432290670.0,392.0,CCAM05392,5.0,52.6,+/-,5.0,0.9,0.53,+/-,0.37,0.1,20.7,+/-,3.7,0.7,11.3,+/-,2.8,1.1,1.7,+/-,1.6,0.2,8.2,+/-,2.5,0.2,5.71,+/-,0.94,0.22,0.6,+/-,0.7,0.04,0.1,+/-,0.05,1.74,101.4,5.05015,100A/95A/95A,132000000000000.0
CL5_432290734CCS_F0160000CCAM05392P3.SAV,Altar_Mountain,9.0,432290734.0,392.0,CCAM05392,6.0,44.4,+/-,5.1,0.7,1.98,+/-,0.75,0.16,14.5,+/-,3.6,1.6,23.5,+/-,4.2,0.7,4.0,+/-,1.8,0.3,5.2,+/-,1.8,0.7,3.83,+/-,0.68,0.25,0.43,+/-,0.64,0.05,0.14,+/-,0.06,0.02,98.0,5.05015,100A/95A/95A,485000000000000.0
CL5_432291021CCS_F0160000CCAM05392P3.SAV,Altar_Mountain,9.0,432291021.0,392.0,CCAM05392,8.0,46.9,+/-,5.0,1.3,0.66,+/-,0.41,0.03,10.9,+/-,3.5,0.4,24.3,+/-,4.3,1.1,5.4,+/-,1.9,0.4,5.6,+/-,1.9,0.5,3.03,+/-,0.63,0.21,0.41,+/-,0.63,0.04,1.56,+/-,0.71,2.17,98.9,5.08186,100A/95A/95A,121000000000000.0
CL5_432291085CCS_F0160000CCAM05392P3.SAV,Altar_Mountain,9.0,432291085.0,392.0,CCAM05392,9.0,45.3,+/-,5.0,4.5,0.43,+/-,0.33,0.23,17.5,+/-,3.7,2.3,27.5,+/-,4.4,4.0,3.5,+/-,1.7,0.5,4.9,+/-,1.7,0.5,4.06,+/-,0.71,0.4,0.46,+/-,0.65,0.06,0.19,+/-,0.06,4.75,103.69,5.08186,100A/95A/95A,79400000000000.0
CL5_432287424CCS_F0160000CCAM03392P3.SAV,Bardin_Bluffs_2,9.0,432287424.0,392.0,CCAM03392,1.0,45.7,+/-,5.0,0.6,0.8,+/-,0.45,0.02,6.5,+/-,3.2,0.1,20.2,+/-,3.9,0.2,6.1,+/-,2.0,0.1,12.1,+/-,3.1,0.2,1.74,+/-,0.64,0.04,0.51,+/-,0.67,0.03,0.26,+/-,0.08,0.02,93.86,4.73413,100A/95A/95A,510000000000000.0
CL5_432287494CCS_F0160000CCAM03392P3.SAV,Bardin_Bluffs_2,9.0,432287494.0,392.0,CCAM03392,2.0,51.7,+/-,5.0,1.1,0.91,+/-,0.47,0.06,19.2,+/-,3.7,0.5,16.8,+/-,3.6,1.0,3.4,+/-,1.7,0.4,6.1,+/-,2.0,0.5,5.27,+/-,0.89,0.17,0.63,+/-,0.72,0.05,0.1,+/-,0.05,0.02,103.98,4.73413,100A/95A/95A,251000000000000.0
CL5_432287557CCS_F0160000CCAM03392P3.SAV,Bardin_Bluffs_2,9.0,432287557.0,392.0,CCAM03392,3.0,53.8,+/-,5.1,1.1,0.82,+/-,0.45,0.04,17.5,+/-,3.7,0.8,18.3,+/-,3.7,0.7,2.0,+/-,1.6,0.1,3.1,+/-,1.2,0.2,4.86,+/-,0.84,0.21,0.65,+/-,0.72,0.14,0.07,+/-,0.04,0.03,101.08,4.74267,100A/95A/95A,242000000000000.0
CL5_432287723CCS_F0160000CCAM03392P3.SAV,Bardin_Bluffs_2,9.0,432287723.0,392.0,CCAM03392,4.0,53.6,+/-,5.1,1.1,0.85,+/-,0.46,0.07,16.4,+/-,3.7,0.9,19.4,+/-,3.9,0.5,2.4,+/-,1.6,0.2,3.4,+/-,1.3,0.2,4.75,+/-,0.82,0.24,0.52,+/-,0.67,0.08,0.1,+/-,0.05,0.03,101.43,4.74267,100A/95A/95A,363000000000000.0
CL5_432287787CCS_F0160000CCAM03392P3.SAV,Bardin_Bluffs_2,9.0,432287787.0,392.0,CCAM03392,5.0,48.7,+/-,5.0,0.5,0.94,+/-,0.48,0.04,16.5,+/-,3.7,0.9,17.8,+/-,3.7,0.3,2.1,+/-,1.6,0.1,7.7,+/-,2.4,0.8,3.57,+/-,0.66,0.1,0.37,+/-,0.62,0.03,0.08,+/-,0.04,0.01,97.87,4.68142,100A/95A/95A,512000000000000.0
CL5_432288094CCS_F0160000CCAM03392P3.SAV,Bardin_Bluffs_2,9.0,432288094.0,392.0,CCAM03392,6.0,54.1,+/-,5.1,0.3,0.82,+/-,0.45,0.02,21.1,+/-,3.7,0.7,12.0,+/-,2.9,1.2,1.2,+/-,1.5,0.1,5.9,+/-,1.9,0.1,6.61,+/-,1.0,0.28,0.9,+/-,0.83,0.05,0.07,+/-,0.04,0.03,102.72,4.66272,100A/95A/95A,242000000000000.0
CL5_432288164CCS_F0160000CCAM03392P3.SAV,Bardin_Bluffs_2,9.0,432288164.0,392.0,CCAM03392,7.0,49.3,+/-,5.0,1.0,1.44,+/-,0.6,0.06,14.4,+/-,3.6,0.7,16.9,+/-,3.6,0.4,2.4,+/-,1.6,0.1,3.7,+/-,1.4,0.5,4.17,+/-,0.72,0.27,0.45,+/-,0.65,0.06,0.08,+/-,0.04,0.01,92.88,4.66272,100A/95A/95A,714000000000000.0
CL5_432288227CCS_F0160000CCAM03392P3.SAV,Bardin_Bluffs_2,9.0,432288227.0,392.0,CCAM03392,8.0,42.7,+/-,5.2,0.2,6.29,+/-,2.84,0.7,9.7,+/-,3.5,0.3,20.0,+/-,3.9,0.4,4.8,+/-,1.8,0.1,6.1,+/-,2.0,0.2,3.65,+/-,0.67,0.1,0.65,+/-,0.72,0.02,0.21,+/-,0.07,0.01,94.07,4.66894,100A/95A/95A,997000000000000.0
CL5_432288392CCS_F0160000CCAM03392P3.SAV,Bardin_Bluffs_2,9.0,432288392.0,392.0,CCAM03392,9.0,54.8,+/-,5.1,0.5,0.75,+/-,0.44,0.02,17.2,+/-,3.7,0.3,19.3,+/-,3.8,0.6,1.9,+/-,1.6,0.1,4.2,+/-,1.5,0.2,5.6,+/-,0.93,0.17,0.65,+/-,0.72,0.07,0.03,+/-,0.03,0.02,104.41,4.66894,100A/95A/95A,423000000000000.0
CL5_432288456CCS_F0160000CCAM03392P3.SAV,Bardin_Bluffs_2,9.0,432288456.0,392.0,CCAM03392,10.0,51.5,+/-,5.0,0.7,1.07,+/-,0.51,0.05,15.3,+/-,3.6,0.9,19.1,+/-,3.8,0.5,2.9,+/-,1.7,0.3,2.9,+/-,1.2,0.2,4.16,+/-,0.72,0.2,0.51,+/-,0.67,0.06,0.06,+/-,0.03,0.02,97.53,4.66894,100A/95A/95A,464000000000000.0
CL5_429712791CCS_F0120244CCAM02363P3.SAV,Buit_Lake,9.0,429712791.0,363.0,CCAM02363,1.0,45.1,+/-,5.0,2.6,1.06,+/-,0.51,0.17,12.7,+/-,3.6,0.7,19.1,+/-,3.8,1.1,6.6,+/-,2.1,0.5,7.3,+/-,2.3,0.4,3.13,+/-,0.63,0.29,0.66,+/-,0.73,0.11,0.23,+/-,0.07,3.48,95.8,4.92022,100A/95A/95A,89300000000000.0
CL5_429712861CCS_F0120244CCAM02363P3.SAV,Buit_Lake,9.0,429712861.0,363.0,CCAM02363,2.0,51.2,+/-,5.0,1.2,0.67,+/-,0.41,0.09,20.7,+/-,3.7,1.0,8.7,+/-,2.5,0.7,2.3,+/-,1.6,0.2,15.5,+/-,3.5,2.6,3.77,+/-,0.68,0.59,2.26,+/-,1.17,0.17,0.16,+/-,0.06,2.34,105.27,4.92022,100A/95A/95A,150000000000000.0
