File,Target,Facies,Spacecraft Clock,Sol,Sequence ID,Observation Point,SiO2,+/-,SiO2 RMSEP,SiO2_shots_stdev,TiO2,+/-.1,TiO2 RMSEP,TiO2_shots_stdev,Al2O3,+/-.2,Al2O3 RMSEP,Al2O3_shots_stdev,FeOT,+/-.3,FeOT RMSEP,FeOT_shots_stdev,MgO,+/-.4,MgO RMSEP,MgO_shots_stdev,CaO,+/-.5,CaO RMSEP,CaO_shots_stdev,Na2O,+/-.6,Na2O RMSEP,Na2O_shots_stdev,K2O,+/-.7,K2O RMSEP,K2O_shots_stdev,MnO,+/-.8,MnO RMSEP,MnO_shots_stdev,Sum of Oxides,Distance (m),Laser Power,Spectrum Total
CL5_426517347CCS_F0070000CCAM04326P3.SAV,Wagita,2.0,426517347.0,326.0,CCAM04326,2.0,41.1,+/-,5.4,0.6,1.03,+/-,0.5,0.05,7.0,+/-,3.3,0.2,23.8,+/-,4.2,0.8,6.5,+/-,2.1,0.4,5.7,+/-,1.9,0.2,2.09,+/-,0.63,0.06,0.3,+/-,0.6,0.03,0.22,+/-,0.07,0.02,87.67,2.86961,100A/60A/60A,471000000000000.0
CL5_426517410CCS_F0070000CCAM04326P3.SAV,Wagita,2.0,426517410.0,326.0,CCAM04326,3.0,47.2,+/-,5.0,0.8,0.76,+/-,0.44,0.03,12.0,+/-,3.6,0.5,20.7,+/-,4.0,0.5,6.5,+/-,2.1,0.5,6.3,+/-,2.1,0.7,2.89,+/-,0.62,0.1,0.24,+/-,0.58,0.04,0.21,+/-,0.07,0.01,96.74,2.86961,100A/60A/60A,200000000000000.0
CL5_426517474CCS_F0070000CCAM04326P3.SAV,Wagita,2.0,426517474.0,326.0,CCAM04326,4.0,41.1,+/-,5.4,0.9,0.92,+/-,0.48,0.04,7.2,+/-,3.3,0.2,24.0,+/-,4.2,0.5,7.5,+/-,2.2,0.2,4.7,+/-,1.6,0.1,1.88,+/-,0.63,0.06,0.22,+/-,0.57,0.03,0.24,+/-,0.07,0.01,87.74,2.86961,100A/60A/60A,225000000000000.0
CL5_426517538CCS_F0070000CCAM04326P3.SAV,Wagita,2.0,426517538.0,326.0,CCAM04326,5.0,48.0,+/-,5.0,0.8,0.95,+/-,0.48,0.06,11.8,+/-,3.6,0.3,21.2,+/-,4.0,0.4,4.1,+/-,1.8,0.1,5.8,+/-,1.9,0.7,3.76,+/-,0.68,0.18,0.76,+/-,0.77,0.04,0.2,+/-,0.07,0.01,96.62,2.86961,100A/60A/60A,270000000000000.0
CL5_426517602CCS_F0070000CCAM04326P3.SAV,Wagita,2.0,426517602.0,326.0,CCAM04326,6.0,41.4,+/-,5.3,2.5,0.81,+/-,0.45,0.11,9.3,+/-,3.5,1.1,20.8,+/-,4.0,1.8,7.4,+/-,2.2,1.0,6.5,+/-,2.1,1.4,2.24,+/-,0.62,0.28,0.32,+/-,0.6,0.07,0.16,+/-,0.06,0.05,88.93,2.86961,100A/60A/60A,191000000000000.0
CL5_426517666CCS_F0070000CCAM04326P3.SAV,Wagita,2.0,426517666.0,326.0,CCAM04326,7.0,43.3,+/-,5.2,1.8,0.83,+/-,0.46,0.13,9.3,+/-,3.5,1.3,20.3,+/-,4.0,0.8,8.6,+/-,2.4,2.2,6.5,+/-,2.1,0.9,2.13,+/-,0.62,0.26,0.34,+/-,0.61,0.1,0.14,+/-,0.06,0.03,91.44,2.86961,100A/60A/60A,172000000000000.0
CL5_426517730CCS_F0070000CCAM04326P3.SAV,Wagita,2.0,426517730.0,326.0,CCAM04326,8.0,40.8,+/-,5.4,4.3,0.78,+/-,0.44,0.17,9.9,+/-,3.5,0.7,19.7,+/-,3.9,1.5,7.4,+/-,2.2,0.7,6.8,+/-,2.2,1.4,2.2,+/-,0.62,0.27,0.27,+/-,0.59,0.07,0.14,+/-,0.06,1.24,88.03,2.86961,100A/60A/60A,147000000000000.0
CL5_426517794CCS_F0070000CCAM04326P3.SAV,Wagita,2.0,426517794.0,326.0,CCAM04326,9.0,44.4,+/-,5.1,0.4,1.02,+/-,0.5,0.07,7.4,+/-,3.4,0.2,23.0,+/-,4.2,0.4,7.7,+/-,2.2,0.3,3.4,+/-,1.3,0.3,2.34,+/-,0.62,0.08,0.49,+/-,0.66,0.05,0.22,+/-,0.07,0.01,89.9,2.86961,100A/60A/60A,299000000000000.0
CL5_426517858CCS_F0070000CCAM04326P3.SAV,Wagita,2.0,426517858.0,326.0,CCAM04326,10.0,46.8,+/-,5.0,0.5,1.13,+/-,0.52,0.1,10.3,+/-,3.5,0.7,22.0,+/-,4.1,0.2,4.8,+/-,1.8,0.3,4.7,+/-,1.6,0.3,3.31,+/-,0.64,0.17,0.6,+/-,0.7,0.05,0.19,+/-,0.06,0.01,93.81,2.86961,100A/60A/60A,289000000000000.0
CL5_447827547CCS_F0290566CCAM03567P3.SAV,Yampi,2.0,447827547.0,567.0,CCAM03567,1.0,49.8,+/-,5.0,2.3,0.78,+/-,0.44,0.07,21.0,+/-,3.7,1.4,11.7,+/-,2.9,1.1,1.7,+/-,1.5,0.3,3.0,+/-,1.2,0.6,6.23,+/-,0.98,0.71,1.67,+/-,1.09,0.37,0.11,+/-,0.05,2.51,95.96,4.93639,100A/95A/95A,135000000000000.0
CL5_447827623CCS_F0290566CCAM03567P3.SAV,Yampi,2.0,447827623.0,567.0,CCAM03567,2.0,38.4,+/-,5.7,1.7,1.58,+/-,0.64,0.09,13.8,+/-,3.6,0.9,37.2,+/-,4.7,1.3,2.9,+/-,1.7,0.1,8.0,+/-,2.5,0.8,2.82,+/-,0.62,0.21,0.71,+/-,0.75,0.11,2.25,+/-,0.72,0.46,107.71,4.93639,100A/95A/95A,349000000000000.0
CL5_447827689CCS_F0290566CCAM03567P3.SAV,Yampi,2.0,447827689.0,567.0,CCAM03567,3.0,52.3,+/-,5.0,2.7,0.8,+/-,0.45,0.02,24.9,+/-,3.9,2.5,3.7,+/-,1.9,3.1,0.6,+/-,1.5,0.3,3.1,+/-,1.2,2.7,8.21,+/-,1.1,0.73,3.19,+/-,1.16,0.22,0.15,+/-,0.06,1.66,96.91,4.93639,100A/95A/95A,135000000000000.0
CL5_447827809CCS_F0290566CCAM03567P3.SAV,Yampi,2.0,447827809.0,567.0,CCAM03567,4.0,49.7,+/-,5.0,3.6,0.4,+/-,0.32,0.05,12.5,+/-,3.6,2.4,10.0,+/-,2.7,0.9,1.1,+/-,1.5,0.7,12.3,+/-,3.2,3.3,6.15,+/-,0.97,1.02,1.29,+/-,0.98,0.5,5.11,+/-,0.76,3.93,98.57,4.95499,100A/95A/95A,118000000000000.0
CL5_447827977CCS_F0290566CCAM03567P3.SAV,Yampi,2.0,447827977.0,567.0,CCAM03567,5.0,51.5,+/-,5.0,1.2,0.76,+/-,0.44,0.11,23.3,+/-,3.9,1.0,5.8,+/-,2.1,2.1,1.0,+/-,1.5,0.6,4.9,+/-,1.7,1.4,7.09,+/-,1.03,0.79,3.23,+/-,1.17,0.4,0.19,+/-,0.06,2.12,97.7,4.95499,100A/95A/95A,128000000000000.0
CL5_447828043CCS_F0290566CCAM03567P3.SAV,Yampi,2.0,447828043.0,567.0,CCAM03567,6.0,34.4,+/-,6.3,0.9,3.5,+/-,1.5,0.09,10.0,+/-,3.5,0.2,38.3,+/-,4.7,1.8,2.8,+/-,1.6,0.1,3.6,+/-,1.4,0.2,2.76,+/-,0.62,0.09,0.97,+/-,0.85,0.06,2.46,+/-,0.72,0.09,98.83,4.95499,100A/95A/95A,1080000000000000.0
CL5_447828164CCS_F0290566CCAM03567P3.SAV,Yampi,2.0,447828164.0,567.0,CCAM03567,7.0,9.5,+/-,6.7,2.6,0.86,+/-,0.46,0.05,6.5,+/-,3.2,0.2,23.9,+/-,4.2,4.8,2.0,+/-,1.6,0.1,34.9,+/-,6.3,3.6,1.16,+/-,0.58,0.05,0.31,+/-,0.6,0.03,0.28,+/-,0.09,1.87,79.35,4.97844,100A/95A/95A,488000000000000.0
CL5_447828332CCS_F0290566CCAM03567P3.SAV,Yampi,2.0,447828332.0,567.0,CCAM03567,8.0,32.3,+/-,6.6,5.6,1.15,+/-,0.53,0.17,12.3,+/-,3.6,0.5,38.4,+/-,4.7,7.5,2.8,+/-,1.6,0.9,2.2,+/-,1.1,1.0,3.48,+/-,0.65,0.27,1.46,+/-,1.04,0.21,0.95,+/-,0.37,3.02,95.02,4.97844,100A/95A/95A,141000000000000.0
CL5_447828403CCS_F0290566CCAM03567P3.SAV,Yampi,2.0,447828403.0,567.0,CCAM03567,9.0,40.0,+/-,5.5,2.6,0.96,+/-,0.49,0.09,17.3,+/-,3.7,0.8,30.5,+/-,4.5,2.6,2.9,+/-,1.6,0.2,8.4,+/-,2.6,0.9,4.31,+/-,0.74,0.23,2.07,+/-,1.16,0.19,2.35,+/-,0.72,2.64,108.79,4.97844,100A/95A/95A,205000000000000.0
CL5_427406474CCS_F0080234CCAM03337P3.SAV,Ashuanipi,3.0,427406474.0,337.0,CCAM03337,1.0,52.0,+/-,5.0,0.4,0.74,+/-,0.43,0.03,12.2,+/-,3.6,0.6,17.9,+/-,3.7,0.3,11.3,+/-,2.8,0.7,4.9,+/-,1.7,0.4,3.64,+/-,0.66,0.14,0.85,+/-,0.8,0.06,0.25,+/-,0.08,0.02,103.84,3.57806,100A/95A/95A,631000000000000.0
CL5_427406543CCS_F0080234CCAM03337P3.SAV,Ashuanipi,3.0,427406543.0,337.0,CCAM03337,2.0,48.3,+/-,5.0,0.3,0.83,+/-,0.46,0.07,3.3,+/-,2.8,0.6,19.4,+/-,3.9,0.2,17.9,+/-,3.6,0.4,7.0,+/-,2.2,0.7,1.22,+/-,0.6,0.1,0.38,+/-,0.62,0.07,0.27,+/-,0.08,0.01,98.57,3.57806,100A/95A/95A,785000000000000.0
CL5_427406608CCS_F0080234CCAM03337P3.SAV,Ashuanipi,3.0,427406608.0,337.0,CCAM03337,3.0,53.9,+/-,5.1,0.3,0.65,+/-,0.41,0.01,12.7,+/-,3.6,1.4,15.7,+/-,3.4,0.3,13.2,+/-,3.1,1.5,5.2,+/-,1.8,0.1,3.1,+/-,0.63,0.31,0.46,+/-,0.65,0.07,0.2,+/-,0.07,0.02,105.24,3.57806,100A/95A/95A,607000000000000.0
CL5_427406732CCS_F0080234CCAM03337P3.SAV,Ashuanipi,3.0,427406732.0,337.0,CCAM03337,4.0,52.5,+/-,5.0,0.3,4.29,+/-,1.88,0.42,10.2,+/-,3.5,0.2,17.3,+/-,3.6,0.2,9.7,+/-,2.5,0.2,4.4,+/-,1.5,0.3,3.51,+/-,0.65,0.07,1.06,+/-,0.89,0.05,0.19,+/-,0.06,0.01,103.11,3.57806,100A/95A/95A,970000000000000.0
CL5_427406796CCS_F0080234CCAM03337P3.SAV,Ashuanipi,3.0,427406796.0,337.0,CCAM03337,5.0,54.1,+/-,5.1,0.4,0.68,+/-,0.42,0.01,14.6,+/-,3.6,0.7,15.7,+/-,3.4,0.4,10.5,+/-,2.7,0.3,5.4,+/-,1.8,0.3,3.81,+/-,0.68,0.14,0.94,+/-,0.84,0.05,0.19,+/-,0.06,0.02,106.02,3.59403,100A/95A/95A,489000000000000.0
CL5_427406962CCS_F0080234CCAM03337P3.SAV,Ashuanipi,3.0,427406962.0,337.0,CCAM03337,6.0,54.4,+/-,5.1,0.8,1.04,+/-,0.5,0.05,17.9,+/-,3.7,0.9,13.4,+/-,3.1,1.6,4.7,+/-,1.8,0.7,7.4,+/-,2.3,0.2,5.03,+/-,0.86,0.42,0.6,+/-,0.7,0.08,0.21,+/-,0.07,0.04,104.68,3.59403,100A/95A/95A,457000000000000.0
CL5_427407088CCS_F0080234CCAM03337P3.SAV,Ashuanipi,3.0,427407088.0,337.0,CCAM03337,7.0,53.4,+/-,5.1,0.4,0.7,+/-,0.42,0.02,12.3,+/-,3.6,1.6,16.2,+/-,3.5,0.6,11.3,+/-,2.8,1.0,7.2,+/-,2.3,0.2,3.08,+/-,0.63,0.27,0.42,+/-,0.64,0.03,0.22,+/-,0.07,0.02,104.79,3.59403,100A/95A/95A,525000000000000.0
CL5_427407152CCS_F0080234CCAM03337P3.SAV,Ashuanipi,3.0,427407152.0,337.0,CCAM03337,8.0,54.7,+/-,5.1,0.7,0.89,+/-,0.47,0.08,8.8,+/-,3.5,0.3,17.8,+/-,3.7,0.3,15.3,+/-,3.3,0.5,3.4,+/-,1.3,0.3,2.77,+/-,0.62,0.08,1.46,+/-,1.04,0.09,0.29,+/-,0.09,0.06,105.48,3.59403,100A/95A/95A,571000000000000.0
CL5_427407216CCS_F0080234CCAM03337P3.SAV,Ashuanipi,3.0,427407216.0,337.0,CCAM03337,9.0,54.1,+/-,5.1,0.4,1.28,+/-,0.56,0.18,8.7,+/-,3.5,0.5,18.4,+/-,3.8,0.2,14.0,+/-,3.2,0.4,5.0,+/-,1.7,0.3,2.77,+/-,0.62,0.12,1.14,+/-,0.92,0.09,0.24,+/-,0.07,0.01,105.62,3.60393,100A/95A/95A,460000000000000.0
CL5_430158636CCS_F0120690CCAM02367P3.SAV,Blackhead,3.0,430158636.0,367.0,CCAM02367,1.0,54.4,+/-,5.1,0.4,0.85,+/-,0.46,0.02,20.1,+/-,3.7,0.2,11.3,+/-,2.8,0.7,1.2,+/-,1.5,0.1,3.9,+/-,1.4,0.5,7.68,+/-,1.07,0.41,2.18,+/-,1.17,0.19,0.09,+/-,0.04,0.02,101.75,3.36088,100A/95A/95A,387000000000000.0
CL5_430158705CCS_F0120690CCAM02367P3.SAV,Blackhead,3.0,430158705.0,367.0,CCAM02367,2.0,45.3,+/-,5.0,2.4,1.0,+/-,0.49,0.05,17.9,+/-,3.7,1.0,20.6,+/-,4.0,1.7,2.0,+/-,1.6,0.3,6.3,+/-,2.1,1.6,5.28,+/-,0.89,0.81,1.24,+/-,0.96,0.33,0.16,+/-,0.06,0.02,99.82,3.36088,100A/95A/95A,872000000000000.0
CL5_430158770CCS_F0120690CCAM02367P3.SAV,Blackhead,3.0,430158770.0,367.0,CCAM02367,3.0,47.5,+/-,5.0,1.1,1.37,+/-,0.58,0.06,16.5,+/-,3.7,0.6,20.9,+/-,4.0,0.7,2.6,+/-,1.6,0.2,3.6,+/-,1.4,0.7,4.37,+/-,0.75,0.14,1.58,+/-,1.07,0.23,0.17,+/-,0.06,0.01,98.55,3.36088,100A/95A/95A,903000000000000.0
CL5_430158891CCS_F0120690CCAM02367P3.SAV,Blackhead,3.0,430158891.0,367.0,CCAM02367,4.0,48.8,+/-,5.0,1.0,0.75,+/-,0.44,0.02,16.6,+/-,3.7,1.4,16.9,+/-,3.6,0.6,3.9,+/-,1.8,0.4,9.9,+/-,2.9,2.1,4.9,+/-,0.84,0.98,0.94,+/-,0.84,0.19,0.2,+/-,0.07,0.02,102.89,3.34048,100A/95A/95A,566000000000000.0
CL5_430159057CCS_F0120690CCAM02367P3.SAV,Blackhead,3.0,430159057.0,367.0,CCAM02367,5.0,39.8,+/-,5.5,0.8,1.29,+/-,0.56,0.05,9.5,+/-,3.5,0.3,22.7,+/-,4.2,0.5,5.0,+/-,1.9,0.2,7.0,+/-,2.2,0.5,3.01,+/-,0.63,0.14,0.79,+/-,0.78,0.06,0.19,+/-,0.06,0.01,89.19,3.34048,100A/95A/95A,699000000000000.0
CL5_430159121CCS_F0120690CCAM02367P3.SAV,Blackhead,3.0,430159121.0,367.0,CCAM02367,6.0,42.9,+/-,5.2,1.3,1.62,+/-,0.65,0.1,11.6,+/-,3.6,0.6,23.4,+/-,4.2,1.6,2.4,+/-,1.6,0.1,4.2,+/-,1.5,0.3,4.05,+/-,0.71,0.29,0.87,+/-,0.81,0.1,0.12,+/-,0.05,0.01,91.18,3.34048,100A/95A/95A,658000000000000.0
CL5_430159244CCS_F0120690CCAM02367P3.SAV,Blackhead,3.0,430159244.0,367.0,CCAM02367,7.0,37.2,+/-,5.9,0.8,0.71,+/-,0.42,0.03,9.5,+/-,3.5,0.9,15.0,+/-,3.3,0.6,3.4,+/-,1.7,0.2,18.7,+/-,3.8,1.0,2.47,+/-,0.62,0.25,0.8,+/-,0.78,0.09,0.2,+/-,0.07,0.01,87.93,3.35226,100A/95A/95A,646000000000000.0
CL5_430159410CCS_F0120690CCAM02367P3.SAV,Blackhead,3.0,430159410.0,367.0,CCAM02367,8.0,48.8,+/-,5.0,1.0,0.79,+/-,0.45,0.02,16.1,+/-,3.7,0.8,18.6,+/-,3.8,0.8,4.2,+/-,1.8,0.3,7.8,+/-,2.4,0.5,5.66,+/-,0.93,0.47,1.15,+/-,0.93,0.16,0.22,+/-,0.07,0.01,103.39,3.35226,100A/95A/95A,567000000000000.0
CL5_430159474CCS_F0120690CCAM02367P3.SAV,Blackhead,3.0,430159474.0,367.0,CCAM02367,9.0,50.1,+/-,5.0,0.6,0.74,+/-,0.43,0.01,16.4,+/-,3.7,0.4,15.9,+/-,3.5,1.0,4.9,+/-,1.9,0.3,6.7,+/-,2.2,1.3,5.29,+/-,0.9,0.32,0.98,+/-,0.86,0.1,0.21,+/-,0.07,0.03,101.27,3.35226,100A/95A/95A,417000000000000.0
CL5_438864859CCS_F0230890CCAM15025P3.SAV,CC_BT_0466a,3.0,438864859.0,25.0,CCAM15025,1.0,39.0,+/-,5.6,2.5,1.41,+/-,0.59,0.07,12.4,+/-,3.6,1.6,29.6,+/-,4.5,2.2,2.3,+/-,1.6,0.2,5.9,+/-,2.0,0.7,3.35,+/-,0.64,0.23,1.09,+/-,0.9,0.23,0.38,+/-,0.13,0.09,95.44,3.0446,100A/95A/95A,869000000000000.0
CL5_438864951CCS_F0230890CCAM15025P3.SAV,CC_BT_0466a,3.0,438864951.0,25.0,CCAM15025,2.0,34.4,+/-,6.3,0.5,2.66,+/-,1.01,0.06,9.2,+/-,3.5,0.4,34.5,+/-,4.6,0.7,2.8,+/-,1.6,0.0,4.2,+/-,1.5,0.2,3.1,+/-,0.63,0.2,0.41,+/-,0.63,0.03,0.85,+/-,0.3,0.12,92.17,3.0446,100A/95A/95A,1200000000000000.0
CL5_438865038CCS_F0230890CCAM15025P3.SAV,CC_BT_0466a,3.0,438865038.0,25.0,CCAM15025,3.0,35.3,+/-,6.2,1.3,3.71,+/-,1.6,0.21,11.9,+/-,3.6,1.1,29.8,+/-,4.5,0.8,2.3,+/-,1.6,0.1,1.7,+/-,1.0,0.2,4.97,+/-,0.85,0.2,0.5,+/-,0.67,0.03,1.41,+/-,0.7,0.12,91.5,3.0446,100A/95A/95A,1240000000000000.0
CL5_438865270CCS_F0230890CCAM15025P3.SAV,CC_BT_0466a,3.0,438865270.0,25.0,CCAM15025,4.0,36.1,+/-,6.0,2.0,1.47,+/-,0.61,0.06,10.0,+/-,3.5,0.5,36.5,+/-,4.7,1.2,2.0,+/-,1.6,0.1,2.6,+/-,1.1,0.4,2.68,+/-,0.62,0.17,0.84,+/-,0.8,0.19,2.25,+/-,0.72,0.31,94.42,3.04372,100A/95A/95A,883000000000000.0
CL5_438865362CCS_F0230890CCAM15025P3.SAV,CC_BT_0466a,3.0,438865362.0,25.0,CCAM15025,5.0,39.1,+/-,5.6,0.6,1.24,+/-,0.55,0.06,12.1,+/-,3.6,0.8,29.8,+/-,4.5,1.0,3.0,+/-,1.7,0.2,6.2,+/-,2.0,0.5,2.95,+/-,0.62,0.17,0.94,+/-,0.84,0.16,1.46,+/-,0.71,0.37,96.9,3.04372,100A/95A/95A,591000000000000.0
CL5_438865449CCS_F0230890CCAM15025P3.SAV,CC_BT_0466a,3.0,438865449.0,25.0,CCAM15025,6.0,37.1,+/-,5.9,0.6,1.41,+/-,0.59,0.07,9.1,+/-,3.5,0.1,38.8,+/-,4.7,0.7,2.8,+/-,1.6,0.1,3.4,+/-,1.3,0.4,2.56,+/-,0.62,0.13,1.09,+/-,0.9,0.06,2.53,+/-,0.72,0.07,98.73,3.04372,100A/95A/95A,796000000000000.0
CL5_438865681CCS_F0230890CCAM15025P3.SAV,CC_BT_0466a,3.0,438865681.0,25.0,CCAM15025,7.0,48.9,+/-,5.0,1.0,0.91,+/-,0.47,0.06,18.7,+/-,3.7,0.7,20.7,+/-,4.0,1.0,2.0,+/-,1.6,0.5,1.6,+/-,1.0,0.6,5.16,+/-,0.88,0.25,1.67,+/-,1.09,0.18,0.17,+/-,0.06,0.02,99.85,3.03575,100A/95A/95A,374000000000000.0
CL5_438865773CCS_F0230890CCAM15025P3.SAV,CC_BT_0466a,3.0,438865773.0,25.0,CCAM15025,8.0,55.6,+/-,5.1,0.8,0.85,+/-,0.46,0.02,20.5,+/-,3.7,0.7,11.8,+/-,2.9,1.4,0.8,+/-,1.5,0.1,1.2,+/-,0.9,0.2,6.9,+/-,1.02,0.22,2.23,+/-,1.17,0.11,0.1,+/-,0.05,0.02,100.01,3.03575,100A/95A/95A,292000000000000.0
CL5_438865861CCS_F0230890CCAM15025P3.SAV,CC_BT_0466a,3.0,438865861.0,25.0,CCAM15025,9.0,42.4,+/-,5.2,3.6,1.46,+/-,0.61,0.08,13.2,+/-,3.6,1.4,31.0,+/-,4.5,3.6,2.1,+/-,1.6,0.2,2.5,+/-,1.1,1.0,3.13,+/-,0.63,0.31,0.94,+/-,0.84,0.18,0.83,+/-,0.27,0.27,97.65,3.03575,100A/95A/95A,910000000000000.0
CL5_438865948CCS_F0230890CCAM15025P3.SAV,CC_BT_0466a,3.0,438865948.0,25.0,CCAM15025,10.0,43.1,+/-,5.2,0.5,1.17,+/-,0.53,0.03,13.0,+/-,3.6,0.5,25.1,+/-,4.3,1.0,2.8,+/-,1.6,0.2,6.3,+/-,2.1,0.4,3.03,+/-,0.63,0.09,0.86,+/-,0.81,0.1,0.85,+/-,0.3,0.26,96.24,3.03575,100A/95A/95A,846000000000000.0
CL5_443828935CCS_F0251296CCAM01522P3.SAV,Dougalls,3.0,443828935.0,522.0,CCAM01522,1.0,50.8,+/-,5.0,0.7,0.71,+/-,0.42,0.01,20.7,+/-,3.7,0.4,10.6,+/-,2.7,1.0,0.5,+/-,1.5,0.0,7.1,+/-,2.3,0.5,5.83,+/-,0.95,0.17,0.53,+/-,0.68,0.04,0.11,+/-,0.05,0.01,96.91,2.92678,100A/95A/95A,378000000000000.0
CL5_443829011CCS_F0251296CCAM01522P3.SAV,Dougalls,3.0,443829011.0,522.0,CCAM01522,2.0,55.0,+/-,5.1,1.4,0.73,+/-,0.43,0.01,18.3,+/-,3.7,0.9,13.4,+/-,3.1,2.2,1.6,+/-,1.5,0.2,4.2,+/-,1.5,0.4,5.35,+/-,0.9,0.49,1.85,+/-,1.13,0.18,0.11,+/-,0.05,0.03,100.63,2.92678,100A/95A/95A,361000000000000.0
CL5_443829220CCS_F0251296CCAM01522P3.SAV,Dougalls,3.0,443829220.0,522.0,CCAM01522,3.0,42.2,+/-,5.2,0.4,0.7,+/-,0.42,0.02,6.6,+/-,3.3,0.3,16.8,+/-,3.6,0.1,4.1,+/-,1.8,0.1,15.6,+/-,3.5,0.6,1.82,+/-,0.64,0.11,0.21,+/-,0.57,0.04,0.29,+/-,0.09,0.01,88.35,2.91696,100A/95A/95A,428000000000000.0
CL5_443829296CCS_F0251296CCAM01522P3.SAV,Dougalls,3.0,443829296.0,522.0,CCAM01522,4.0,56.5,+/-,5.2,0.4,0.79,+/-,0.45,0.02,18.7,+/-,3.7,0.6,11.5,+/-,2.9,0.8,1.2,+/-,1.5,0.3,3.7,+/-,1.4,0.2,6.09,+/-,0.97,0.18,2.49,+/-,1.18,0.26,0.11,+/-,0.05,0.02,101.15,2.91696,100A/95A/95A,352000000000000.0
CL5_443829361CCS_F0251296CCAM01522P3.SAV,Dougalls,3.0,443829361.0,522.0,CCAM01522,5.0,56.6,+/-,5.2,0.4,0.24,+/-,0.26,0.23,23.7,+/-,3.9,0.5,0.2,+/-,1.6,0.0,1.0,+/-,1.5,0.2,10.8,+/-,3.0,0.2,5.46,+/-,0.91,0.36,0.32,+/-,0.6,0.14,0.06,+/-,0.03,0.01,98.39,2.90074,100A/95A/95A,232000000000000.0
CL5_430601173CCS_F0140000CCAM02373P3.SAV,Dover,3.0,430601173.0,373.0,CCAM02373,1.0,55.5,+/-,5.1,0.5,0.9,+/-,0.47,0.03,12.3,+/-,3.6,0.9,14.4,+/-,3.3,0.3,4.1,+/-,1.8,0.2,9.3,+/-,2.8,0.4,4.73,+/-,0.81,0.13,1.26,+/-,0.97,0.07,0.18,+/-,0.06,0.02,102.77,2.74493,100A/60A/60A,271000000000000.0
CL5_430601242CCS_F0140000CCAM02373P3.SAV,Dover,3.0,430601242.0,373.0,CCAM02373,2.0,50.5,+/-,5.0,0.8,0.71,+/-,0.42,0.01,8.1,+/-,3.4,0.6,15.0,+/-,3.3,0.3,6.4,+/-,2.0,0.2,12.9,+/-,3.2,0.2,3.58,+/-,0.66,0.09,0.58,+/-,0.7,0.04,0.18,+/-,0.06,0.02,97.94,2.74493,100A/60A/60A,289000000000000.0
CL5_430601306CCS_F0140000CCAM02373P3.SAV,Dover,3.0,430601306.0,373.0,CCAM02373,3.0,58.6,+/-,5.2,1.1,0.73,+/-,0.43,0.01,19.6,+/-,3.7,0.7,2.5,+/-,1.8,0.7,1.1,+/-,1.5,0.1,6.8,+/-,2.2,1.0,6.87,+/-,1.02,0.38,0.62,+/-,0.71,0.18,0.06,+/-,0.03,0.02,96.86,2.74493,100A/60A/60A,164000000000000.0
CL5_430601370CCS_F0140000CCAM02373P3.SAV,Dover,3.0,430601370.0,373.0,CCAM02373,4.0,55.9,+/-,5.1,0.6,0.9,+/-,0.47,0.04,20.4,+/-,3.7,0.8,10.6,+/-,2.7,0.7,0.9,+/-,1.5,0.1,7.2,+/-,2.3,0.5,6.67,+/-,1.01,0.14,1.12,+/-,0.91,0.23,0.06,+/-,0.03,0.02,103.71,2.74493,100A/60A/60A,168000000000000.0
CL5_430601434CCS_F0140000CCAM02373P3.SAV,Dover,3.0,430601434.0,373.0,CCAM02373,5.0,58.7,+/-,5.2,2.4,0.8,+/-,0.45,0.05,11.5,+/-,3.5,1.5,16.2,+/-,3.5,2.3,5.0,+/-,1.9,0.4,7.4,+/-,2.3,1.3,4.02,+/-,0.7,0.31,1.84,+/-,1.13,0.28,0.25,+/-,0.08,1.29,105.68,2.74493,100A/60A/60A,67200000000000.0
CL5_432109918CCS_F0151230CCAM01390P3.SAV,Falla,3.0,432109918.0,390.0,CCAM01390,1.0,52.7,+/-,5.0,0.5,0.2,+/-,0.25,0.07,23.7,+/-,3.9,0.5,1.6,+/-,1.7,0.5,0.7,+/-,1.5,0.1,10.4,+/-,2.9,0.4,7.13,+/-,1.03,0.12,0.81,+/-,0.79,0.09,0.08,+/-,0.04,0.02,97.23,3.65295,100A/95A/95A,270000000000000.0
CL5_432109994CCS_F0151230CCAM01390P3.SAV,Falla,3.0,432109994.0,390.0,CCAM01390,2.0,54.3,+/-,5.1,0.5,0.2,+/-,0.25,0.13,23.9,+/-,3.9,0.6,0.5,+/-,1.6,0.6,0.7,+/-,1.5,0.2,9.8,+/-,2.8,0.3,7.22,+/-,1.04,0.11,0.75,+/-,0.76,0.05,0.14,+/-,0.06,0.03,97.48,3.65295,100A/95A/95A,212000000000000.0
CL5_432110060CCS_F0151230CCAM01390P3.SAV,Falla,3.0,432110060.0,390.0,CCAM01390,3.0,51.2,+/-,5.0,0.6,0.74,+/-,0.43,0.01,20.5,+/-,3.7,0.3,10.4,+/-,2.7,0.7,0.9,+/-,1.5,0.1,8.1,+/-,2.5,0.3,6.13,+/-,0.97,0.14,1.05,+/-,0.89,0.1,0.17,+/-,0.06,0.04,99.19,3.65295,100A/95A/95A,282000000000000.0
